"Tabela 2951 - INPC - Variação mensal, acumulada no ano e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de julho/2006 até dezembro/2011)"
"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Variável";"Mês";"Geral, grupo, subgrupo, item e subitem";""
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3201003.Máquina de costura";"1,05";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3201006.Máquina de lavar roupa";"-0,91";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3201007.Ferro elétrico";"1,40";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3201008.Máquina de secar roupa";"-2,55";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3201012.Liquidificador";"0,46";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3201013.Ventilador";"0,84";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3201021.Fogão";"0,39";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3201027.Lâmpada";"0,50";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3201065.Forno de micro-ondas";"0,70";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3202.Tv, som e informática";"-0,84";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3202001.Televisor";"-1,84";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3202003.Aparelho de som";"0,10";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3202005.Aparelho de DVD";"-1,23";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3202028.Microcomputador";"-1,17";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"33.Consertos e manutenção";"0,06";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3301.Consertos e manutenção";"0,06";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3301002.Conserto de refrigerador e freezer";"-0,96";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3301006.Conserto de televisor";"0,15";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3301009.Conserto de aparelho de som";"1,06";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3301015.Conserto de máquina de lavar/secar roupa";"0,66";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3301022.Reforma de estofado";"-1,31";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"3301023.Conserto de bomba d'água";"0,25";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4.Vestuário";"-0,13";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"41.Roupas";"-0,35";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4101.Roupa masculina";"0,21";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4101002.Calça comprida masculina";"1,27";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4101004.Terno";"-1,25";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4101005.Agasalho masculino";"-1,70";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4101006.Short e bermuda masculina";"-0,02";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4101008.Cueca";"-2,17";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4101009.Camisa/camiseta masculina";"-0,23";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4102.Roupa feminina";"-0,74";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4102002.Calça comprida feminina";"-0,16";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4102003.Agasalho feminino";"-1,67";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4102004.Saia";"-1,59";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4102005.Vestido";"-0,68";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4102008.Blusa";"-1,41";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4102010.Lingerie";"0,73";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4102011.Roupa de dormir feminina";"-2,27";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4102012.Roupa de banho feminina";"2,09";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4102013.Bermuda e short feminino";"0,09";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4103.Roupa infantil";"-0,50";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4103001.Uniforme";"0,10";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4103002.Calça comprida infantil";"0,73";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4103005.Agasalho infantil";"-1,19";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4103007.Vestido infantil";"-0,44";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4103008.Bermuda e short infantil";"-1,32";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4103011.Camisa/camiseta infantil";"-1,69";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4103014.Lingerie infantil";"-1,51";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4103017.Fralda";"-0,03";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4103024.Saia infantil";"-0,22";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4103031.Conjunto infantil";"-1,05";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"42.Calçados e acessórios";"0,40";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4201.Calçados e acessórios";"0,40";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4201002.Sapato masculino";"-0,23";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4201003.Sapato feminino";"0,57";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4201004.Sapato infantil";"0,09";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4201006.Sandália / chinelo masculino";"-1,02";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4201007.Sandália / chinelo feminino";"0,78";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4201008.Sandália / chinelo infantil";"1,49";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4201015.Bolsa";"0,02";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4201063.Tênis";"0,27";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"43.Joias e bijuterias";"-0,82";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4301.Joias e bijuterias";"-0,82";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4301001.Bijuteria";"-0,82";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4301002.Joia";"-2,23";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4301004.Relógio de pulso";"-0,64";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"44.Tecidos e armarinho";"0,33";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4401.Tecidos e armarinho";"0,33";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4401001.Tecido";"0,05";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4401002.Artigos de armarinho";"1,21";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"4401005.Acortinado (mosquiteiro)";"-0,73";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5.Transportes";"0,66";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"51.Transportes";"0,66";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5101.Transporte público";"0,90";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5101001.Ônibus urbano";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5101002.Táxi";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5101004.Trem";"0,09";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5101006.Ônibus intermunicipal";"3,25";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5101007.Ônibus interestadual";"7,13";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5101010.Passagem aérea";"0,70";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5101011.Metrô";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5101022.Barco";"7,57";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5101026.Transporte escolar";"0,34";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102.Veículo próprio";"-0,11";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102001.Automóvel novo";"-0,44";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102004.Emplacamento e licença";"0,09";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102005.Seguro voluntário de veículo";"0,08";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102006.Multa";"-1,11";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102007.Óleo lubrificante";"3,03";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102009.Acessórios e peças";"-0,22";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102010.Pneu e câmara-de-ar";"-0,36";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102011.Conserto de automóvel";"-0,05";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102013.Estacionamento";"0,16";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102019.Lubrificação e lavagem";"-1,55";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102020.Automóvel usado";"-0,34";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102037.Pintura de veículo";"0,09";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5102053.Motocicleta";"0,72";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5104.Combustíveis (veículos)";"0,95";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5104001.Gasolina";"0,84";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"5104002.Etanol";"1,80";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6.Saúde e cuidados pessoais";"0,35";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"61.Produtos farmacêuticos e óticos";"0,25";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101.Produtos farmacêuticos";"0,22";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101001.Anti-infeccioso e antibiótico";"-0,14";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101002.Analgésico e antitérmico";"0,01";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101003.Anti-inflamatório e antirreumático";"-0,01";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101004.Antigripal e antitussígeno";"0,23";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101006.Antimicótico e parasiticida";"0,83";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101007.Antialérgico e broncodilatador";"0,12";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101009.Gastroprotetor";"0,57";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101010.Vitamina e fortificante";"0,63";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101011.Hormônio";"0,84";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101013.Psicotrópico e anorexígeno";"0,10";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101014.Hipotensor e hipocolesterolêmico";"-0,15";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101016.Material para curativo";"-0,60";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101050.Preservativo masculino";"-0,21";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6101051.Oftalmológico";"1,07";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6102.Produtos óticos";"0,49";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6102001.Lente de grau";"-0,01";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6102002.Armação de óculos";"1,23";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6102003.Óculos sem grau";"0,47";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6102008.Lente de contato";"0,52";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"62.Serviços de saúde";"0,65";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6201.Serviços médicos e dentários";"0,53";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6201002.Médico";"0,32";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6201003.Dentista";"0,70";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6201005.Aparelho dentário";"-0,78";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6201006.Artigos ortopédicos";"1,57";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6201008.Tratamento psicológico e fisioterápico";"1,05";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6202.Serviços laboratoriais e hospitalares";"0,49";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6202003.Exame de laboratório";"0,05";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6202004.Hospitalização e cirurgia";"0,82";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6202006.Eletrodiagnóstico";"0,32";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6202013.Radiografia";"0,02";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6203.Plano de saúde";"0,77";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6203001.Plano de saúde";"0,77";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"63.Cuidados pessoais";"0,20";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6301.Higiene pessoal";"0,20";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6301001.Produto para cabelo";"-0,02";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6301004.Produto para barba";"-0,14";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6301006.Produto para pele";"-0,44";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6301007.Produto para higiene bucal";"-0,19";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6301010.Produto para unha";"0,36";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6301011.Perfume";"0,70";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6301012.Talco";"1,69";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6301014.Desodorante";"0,35";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6301015.Absorvente higiênico";"-0,99";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6301016.Sabonete";"-1,10";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6301017.Papel higiênico";"0,85";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"6301020.Artigos de maquiagem";"0,10";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7.Despesas pessoais";"0,55";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"71.Serviços pessoais";"0,92";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7101.Serviços pessoais";"0,92";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7101001.Costureira";"0,87";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7101005.Manicure e pedicure";"0,29";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7101008.Barbeiro";"0,43";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7101009.Cabeleireiro";"0,89";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7101010.Empregado doméstico";"1,55";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7101034.Cartório";"-0,16";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7101036.Despachante";"2,27";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7101076.Serviço bancário";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7101090.Conselho de classe";"0,60";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"72.Recreação, fumo e filmes";"0,32";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201.Recreação";"0,38";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201001.Cinema";"1,18";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201003.Ingresso para jogo";"0,14";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201006.Clube";"-0,46";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201008.Disco laser";"-0,83";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201010.Instrumento musical";"-1,15";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201018.Compra e tratamento de animais";"1,69";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201019.Bicicleta";"0,62";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201020.Alimento para animais";"0,87";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201023.Brinquedo";"0,16";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201051.Teatro";"2,72";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201052.Aluguel de DVD e fita de videocassete";"1,16";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201054.Boate, danceteria e discoteca";"0,46";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201063.Jogos de azar";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201067.Material de caça e pesca";"0,80";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201068.Motel";"0,38";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201083.Material esportivo";"0,80";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201090.Hotel";"4,12";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7201095.Excursão";"-0,19";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7202.Fumo";"0,28";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7202041.Cigarro";"0,28";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7203.Fotografia e filmagem";"-0,18";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7203002.Filme e flash descartável";"-1,05";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"7203003.Revelação e cópia";"0,16";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8.Educação";"0,03";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"81.Cursos, leitura e papelaria";"0,03";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8101.Cursos";"0,03";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8101001.Creche";"1,99";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8101002.Educação infantil";"0,02";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8101003.Ensino fundamental";"0,01";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8101004.Ensino médio";"0,10";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8101005.Ensino superior";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8101008.Curso supletivo";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8102.Leitura";"1,03";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8102001.Jornal diário";"0,27";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8102002.Assinatura de jornal";"0,69";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8102004.Revista";"1,64";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8102005.Livro";"0,95";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8103.Papelaria";"-1,31";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8103001.Caderno";"-2,08";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8103002.Fotocópia";"-1,01";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8103014.Artigos de papelaria";"-0,72";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8104.Cursos diversos";"0,08";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8104001.Curso preparatório";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8104002.Curso técnico";"0,12";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8104003.Curso de idioma";"0,29";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8104004.Curso de informática";"0,08";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8104005.Autoescola";"0,01";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8104006.Ginástica";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"8104009.Escolinha de esporte";"-0,07";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"9.Comunicação";"-0,08";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"91.Comunicação";"-0,08";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"9101.Comunicação";"-0,08";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"9101001.Correio";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"9101002.Telefone fixo";"-0,27";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"9101003.Telefone público";"0,22";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"9101008.Telefone celular";"0,28";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"9101010.TV a cabo";"0,00";"%"
"BR";"1";"Brasil";"INPC - Variação mensal";"julho 2006";"9101019.Aparelho telefônico";"0,58";"%"
