"Tabela 2951 - INPC - Variação mensal, acumulada no ano e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de julho/2006 até dezembro/2011)"
"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Variável";"Mês";"Geral, grupo, subgrupo, item e subitem";""
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1115013.Alimento infantil";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1115016.Palmito em conserva";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1115039.Sardinha em conserva";"1,10";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1115050.Salsicha em conserva";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1115051.Carne em conserva";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1115053.Patê";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1115056.Sopa desidratada";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1115057.Azeitona";"0,69";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1115058.Milho-verde em conserva";"0,71";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1115075.Atum em conserva";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1116.Sal e condimentos";"0,55";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1116005.Atomatado";"0,27";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1116010.Alho";"1,58";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1116013.Sal refinado";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1116026.Fermento";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1116033.Maionese";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1116041.Vinagre";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1116048.Caldo concentrado";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1116071.Tempero misto";"0,97";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1116095.Molho de soja";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"12.Alimentação fora do domicílio";"0,70";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1201.Alimentação fora do domicílio";"0,70";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1201001.Refeição";"0,55";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1201003.Lanche";"0,43";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1201005.Café da manhã";"-1,39";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1201007.Refrigerante e água mineral";"1,71";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1201009.Cafezinho";"1,29";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1201048.Cerveja";"2,14";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1201049.Chopp";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1201051.Outras bebidas alcoólicas";"2,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"1201061.Doces";"0,58";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2.Habitação";"0,23";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"21.Encargos e manutenção";"0,39";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2101.Aluguel e taxas";"0,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2101001.Aluguel residencial";"0,35";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2101002.Condomínio";"1,72";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2101004.Taxa de água e esgoto";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2103.Reparos";"0,36";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2103008.Material de eletricidade";"0,09";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2103009.Material de pintura";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2103014.Tinta";"0,54";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2103022.Vitrificação (sinteco, poliuretano)";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2103031.Ferramentas";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2103032.Azulejo e piso";"1,89";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2103039.Cimento";"1,21";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2103040.Tijolo";"2,20";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2103041.Material hidráulico";"0,45";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2103042.Mão de obra";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2103048.Areia";"1,15";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2104.Artigos de limpeza";"1,13";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2104002.Vassoura";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2104005.Água sanitária";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2104008.Detergente";"1,11";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2104009.Sabão em pó";"0,89";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2104012.Desinfetante";"1,74";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2104013.Inseticida";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2104014.Cera para assoalho";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2104015.Sabão em barra";"2,04";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2104016.Esponja de limpeza";"1,40";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2104025.Lata de lixo";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2104032.Amaciante, alvejante";"0,38";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"22.Combustíveis e energia";"-0,07";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2201.Combustíveis (domésticos)";"0,15";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2201003.Carvão vegetal";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2201004.Gás de botijão";"0,16";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2201005.Gás encanado";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2202.Energia elétrica residencial";"-0,18";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"2202003.Energia elétrica residencial";"-0,18";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3.Artigos de residência";"-0,26";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"31.Móveis e utensílios";"-0,38";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3101.Mobiliário";"-0,26";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3101002.Móvel para sala";"-1,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3101003.Móvel para quarto";"1,29";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3101015.Móvel para copa e cozinha";"-3,88";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3101017.Colchão";"-1,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3101060.Rede";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3102.Utensílios e enfeites";"0,23";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3102005.Tapete";"-0,78";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3102006.Cortina";"1,75";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3102007.Utensílios para copa e cozinha de metal";"2,17";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3102009.Utensílios para copa e cozinha de vidro e louça";"-0,03";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3102010.Utensílios de plástico";"0,77";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3102040.Utensílios diversos";"-0,55";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3103.Cama, mesa e banho";"-2,26";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3103001.Roupa de cama";"-2,44";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3103002.Roupa de mesa";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3103003.Roupa de banho";"-1,86";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"32.Aparelhos eletroeletrônicos";"-0,07";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3201.Eletrodomésticos e equipamentos";"0,24";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3201001.Refrigerador";"1,44";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3201002.Condicionador de ar";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3201003.Máquina de costura";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3201006.Máquina de lavar roupa";"-1,73";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3201007.Ferro elétrico";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3201008.Máquina de secar roupa";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3201012.Liquidificador";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3201013.Ventilador";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3201021.Fogão";"1,55";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3201027.Lâmpada";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3201065.Forno de micro-ondas";"2,38";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3202.Tv, som e informática";"-0,81";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3202001.Televisor";"1,32";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3202003.Aparelho de som";"-0,35";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3202005.Aparelho de DVD";"-4,98";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3202028.Microcomputador";"-3,36";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"33.Consertos e manutenção";"-0,75";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3301.Consertos e manutenção";"-0,75";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3301002.Conserto de refrigerador e freezer";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3301006.Conserto de televisor";"0,36";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3301009.Conserto de aparelho de som";"-0,01";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3301015.Conserto de máquina de lavar/secar roupa";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3301022.Reforma de estofado";"-2,51";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"3301023.Conserto de bomba d'água";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4.Vestuário";"-1,34";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"41.Roupas";"-1,51";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4101.Roupa masculina";"-1,80";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4101002.Calça comprida masculina";"-1,75";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4101004.Terno";"1,90";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4101005.Agasalho masculino";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4101006.Short e bermuda masculina";"-3,61";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4101008.Cueca";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4101009.Camisa/camiseta masculina";"-2,17";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4102.Roupa feminina";"-2,39";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4102002.Calça comprida feminina";"-2,72";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4102003.Agasalho feminino";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4102004.Saia";"-3,62";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4102005.Vestido";"-1,70";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4102008.Blusa";"-2,49";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4102010.Lingerie";"-0,52";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4102011.Roupa de dormir feminina";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4102012.Roupa de banho feminina";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4102013.Bermuda e short feminino";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4103.Roupa infantil";"-0,50";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4103001.Uniforme";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4103002.Calça comprida infantil";"-2,71";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4103005.Agasalho infantil";"-0,50";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4103007.Vestido infantil";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4103008.Bermuda e short infantil";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4103011.Camisa/camiseta infantil";"1,29";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4103014.Lingerie infantil";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4103017.Fralda";"-0,39";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4103024.Saia infantil";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4103031.Conjunto infantil";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"42.Calçados e acessórios";"-0,93";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4201.Calçados e acessórios";"-0,93";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4201002.Sapato masculino";"-1,62";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4201003.Sapato feminino";"-0,39";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4201004.Sapato infantil";"-2,34";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4201006.Sandália / chinelo masculino";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4201007.Sandália / chinelo feminino";"-2,73";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4201008.Sandália / chinelo infantil";"0,13";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4201015.Bolsa";"1,47";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4201063.Tênis";"-0,58";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"43.Joias e bijuterias";"-1,94";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4301.Joias e bijuterias";"-1,94";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4301001.Bijuteria";"-3,19";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4301002.Joia";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4301004.Relógio de pulso";"-0,74";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"44.Tecidos e armarinho";"0,08";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4401.Tecidos e armarinho";"0,08";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4401001.Tecido";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4401002.Artigos de armarinho";"0,08";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"4401005.Acortinado (mosquiteiro)";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5.Transportes";"-0,16";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"51.Transportes";"-0,16";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5101.Transporte público";"0,06";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5101001.Ônibus urbano";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5101002.Táxi";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5101004.Trem";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5101006.Ônibus intermunicipal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5101007.Ônibus interestadual";"1,06";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5101010.Passagem aérea";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5101011.Metrô";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5101022.Barco";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5101026.Transporte escolar";"-0,19";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102.Veículo próprio";"-0,50";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102001.Automóvel novo";"0,07";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102004.Emplacamento e licença";"0,57";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102005.Seguro voluntário de veículo";"-2,00";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102006.Multa";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102007.Óleo lubrificante";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102009.Acessórios e peças";"0,11";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102010.Pneu e câmara-de-ar";"-0,08";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102011.Conserto de automóvel";"-0,65";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102013.Estacionamento";"0,87";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102019.Lubrificação e lavagem";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102020.Automóvel usado";"-1,75";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102037.Pintura de veículo";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5102053.Motocicleta";"0,31";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5104.Combustíveis (veículos)";"-0,35";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5104001.Gasolina";"0,01";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"5104002.Etanol";"-1,97";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6.Saúde e cuidados pessoais";"0,50";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"61.Produtos farmacêuticos e óticos";"0,41";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101.Produtos farmacêuticos";"0,36";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101001.Anti-infeccioso e antibiótico";"-1,95";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101002.Analgésico e antitérmico";"0,14";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101003.Anti-inflamatório e antirreumático";"0,54";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101004.Antigripal e antitussígeno";"-0,29";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101006.Antimicótico e parasiticida";"1,50";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101007.Antialérgico e broncodilatador";"1,91";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101009.Gastroprotetor";"1,36";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101010.Vitamina e fortificante";"2,44";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101011.Hormônio";"0,51";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101013.Psicotrópico e anorexígeno";"0,84";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101014.Hipotensor e hipocolesterolêmico";"-1,19";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101016.Material para curativo";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101050.Preservativo masculino";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6101051.Oftalmológico";"-0,40";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6102.Produtos óticos";"0,67";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6102001.Lente de grau";"0,50";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6102002.Armação de óculos";"2,14";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6102003.Óculos sem grau";"-";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6102008.Lente de contato";"-0,69";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"62.Serviços de saúde";"0,96";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6201.Serviços médicos e dentários";"1,53";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6201002.Médico";"2,64";"%"
"RM";"3501";"São Paulo (SP)";"INPC - Variação mensal";"fevereiro 2007";"6201003.Dentista";"0,75";"%"
