"Tabela 7063 - INPC - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2020)"
"Geral, grupo, subgrupo, item e subitem";"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Mês";"Variável";""
"51.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2024";"INPC - Variação mensal";"1,46";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"março 2024";"INPC - Variação mensal";"-0,14";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2024";"INPC - Variação mensal";"0,31";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2024";"INPC - Variação mensal";"0,10";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2024";"INPC - Variação mensal";"0,04";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2024";"INPC - Variação mensal";"1,52";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"agosto 2024";"INPC - Variação mensal";"-0,02";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"setembro 2024";"INPC - Variação mensal";"0,10";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"outubro 2024";"INPC - Variação mensal";"-0,02";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"novembro 2024";"INPC - Variação mensal";"0,51";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"dezembro 2024";"INPC - Variação mensal";"0,24";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2025";"INPC - Variação mensal";"1,32";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2025";"INPC - Variação mensal";"1,63";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"março 2025";"INPC - Variação mensal";"0,22";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2025";"INPC - Variação mensal";"0,19";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2025";"INPC - Variação mensal";"-0,50";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2025";"INPC - Variação mensal";"0,35";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2025";"INPC - Variação mensal";"0,29";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"agosto 2025";"INPC - Variação mensal";"-0,16";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"setembro 2025";"INPC - Variação mensal";"0,22";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"outubro 2025";"INPC - Variação mensal";"-0,32";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"novembro 2025";"INPC - Variação mensal";"0,05";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"dezembro 2025";"INPC - Variação mensal";"0,00";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2026";"INPC - Variação mensal";"1,42";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2026";"INPC - Variação mensal";"1,06";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"março 2026";"INPC - Variação mensal";"1,09";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2026";"INPC - Variação mensal";"0,40";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2026";"INPC - Variação mensal";"-0,74";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2026";"INPC - Variação mensal";"-0,31";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2026";"INPC - Variação mensal";"0,12";"%"
"5101.Transporte público";"BR";"1";"Brasil";"janeiro 2020";"INPC - Variação mensal";"0,36";"%"
"5101.Transporte público";"BR";"1";"Brasil";"fevereiro 2020";"INPC - Variação mensal";"-0,01";"%"
"5101.Transporte público";"BR";"1";"Brasil";"março 2020";"INPC - Variação mensal";"-0,49";"%"
"5101.Transporte público";"BR";"1";"Brasil";"abril 2020";"INPC - Variação mensal";"0,58";"%"
"5101.Transporte público";"BR";"1";"Brasil";"maio 2020";"INPC - Variação mensal";"-1,16";"%"
"5101.Transporte público";"BR";"1";"Brasil";"junho 2020";"INPC - Variação mensal";"-1,34";"%"
"5101.Transporte público";"BR";"1";"Brasil";"julho 2020";"INPC - Variação mensal";"-0,42";"%"
"5101.Transporte público";"BR";"1";"Brasil";"agosto 2020";"INPC - Variação mensal";"-0,21";"%"
"5101.Transporte público";"BR";"1";"Brasil";"setembro 2020";"INPC - Variação mensal";"0,16";"%"
"5101.Transporte público";"BR";"1";"Brasil";"outubro 2020";"INPC - Variação mensal";"1,00";"%"
"5101.Transporte público";"BR";"1";"Brasil";"novembro 2020";"INPC - Variação mensal";"0,20";"%"
"5101.Transporte público";"BR";"1";"Brasil";"dezembro 2020";"INPC - Variação mensal";"1,49";"%"
"5101.Transporte público";"BR";"1";"Brasil";"janeiro 2021";"INPC - Variação mensal";"-1,54";"%"
"5101.Transporte público";"BR";"1";"Brasil";"fevereiro 2021";"INPC - Variação mensal";"0,02";"%"
"5101.Transporte público";"BR";"1";"Brasil";"março 2021";"INPC - Variação mensal";"-0,05";"%"
"5101.Transporte público";"BR";"1";"Brasil";"abril 2021";"INPC - Variação mensal";"-0,01";"%"
"5101.Transporte público";"BR";"1";"Brasil";"maio 2021";"INPC - Variação mensal";"-0,62";"%"
"5101.Transporte público";"BR";"1";"Brasil";"junho 2021";"INPC - Variação mensal";"-0,11";"%"
"5101.Transporte público";"BR";"1";"Brasil";"julho 2021";"INPC - Variação mensal";"1,42";"%"
"5101.Transporte público";"BR";"1";"Brasil";"agosto 2021";"INPC - Variação mensal";"-0,25";"%"
"5101.Transporte público";"BR";"1";"Brasil";"setembro 2021";"INPC - Variação mensal";"1,19";"%"
"5101.Transporte público";"BR";"1";"Brasil";"outubro 2021";"INPC - Variação mensal";"1,98";"%"
"5101.Transporte público";"BR";"1";"Brasil";"novembro 2021";"INPC - Variação mensal";"-0,08";"%"
"5101.Transporte público";"BR";"1";"Brasil";"dezembro 2021";"INPC - Variação mensal";"1,09";"%"
"5101.Transporte público";"BR";"1";"Brasil";"janeiro 2022";"INPC - Variação mensal";"-1,16";"%"
"5101.Transporte público";"BR";"1";"Brasil";"fevereiro 2022";"INPC - Variação mensal";"0,55";"%"
"5101.Transporte público";"BR";"1";"Brasil";"março 2022";"INPC - Variação mensal";"1,06";"%"
"5101.Transporte público";"BR";"1";"Brasil";"abril 2022";"INPC - Variação mensal";"1,03";"%"
"5101.Transporte público";"BR";"1";"Brasil";"maio 2022";"INPC - Variação mensal";"1,27";"%"
"5101.Transporte público";"BR";"1";"Brasil";"junho 2022";"INPC - Variação mensal";"1,31";"%"
"5101.Transporte público";"BR";"1";"Brasil";"julho 2022";"INPC - Variação mensal";"0,77";"%"
"5101.Transporte público";"BR";"1";"Brasil";"agosto 2022";"INPC - Variação mensal";"-0,71";"%"
"5101.Transporte público";"BR";"1";"Brasil";"setembro 2022";"INPC - Variação mensal";"0,53";"%"
"5101.Transporte público";"BR";"1";"Brasil";"outubro 2022";"INPC - Variação mensal";"1,16";"%"
"5101.Transporte público";"BR";"1";"Brasil";"novembro 2022";"INPC - Variação mensal";"-0,68";"%"
"5101.Transporte público";"BR";"1";"Brasil";"dezembro 2022";"INPC - Variação mensal";"0,57";"%"
"5101.Transporte público";"BR";"1";"Brasil";"janeiro 2023";"INPC - Variação mensal";"0,09";"%"
"5101.Transporte público";"BR";"1";"Brasil";"fevereiro 2023";"INPC - Variação mensal";"0,41";"%"
"5101.Transporte público";"BR";"1";"Brasil";"março 2023";"INPC - Variação mensal";"0,49";"%"
"5101.Transporte público";"BR";"1";"Brasil";"abril 2023";"INPC - Variação mensal";"1,30";"%"
"5101.Transporte público";"BR";"1";"Brasil";"maio 2023";"INPC - Variação mensal";"0,62";"%"
"5101.Transporte público";"BR";"1";"Brasil";"junho 2023";"INPC - Variação mensal";"0,74";"%"
"5101.Transporte público";"BR";"1";"Brasil";"julho 2023";"INPC - Variação mensal";"-1,05";"%"
"5101.Transporte público";"BR";"1";"Brasil";"agosto 2023";"INPC - Variação mensal";"-1,03";"%"
"5101.Transporte público";"BR";"1";"Brasil";"setembro 2023";"INPC - Variação mensal";"0,75";"%"
"5101.Transporte público";"BR";"1";"Brasil";"outubro 2023";"INPC - Variação mensal";"1,40";"%"
"5101.Transporte público";"BR";"1";"Brasil";"novembro 2023";"INPC - Variação mensal";"0,80";"%"
"5101.Transporte público";"BR";"1";"Brasil";"dezembro 2023";"INPC - Variação mensal";"0,79";"%"
"5101.Transporte público";"BR";"1";"Brasil";"janeiro 2024";"INPC - Variação mensal";"-1,01";"%"
"5101.Transporte público";"BR";"1";"Brasil";"fevereiro 2024";"INPC - Variação mensal";"0,60";"%"
"5101.Transporte público";"BR";"1";"Brasil";"março 2024";"INPC - Variação mensal";"-0,36";"%"
"5101.Transporte público";"BR";"1";"Brasil";"abril 2024";"INPC - Variação mensal";"-0,68";"%"
"5101.Transporte público";"BR";"1";"Brasil";"maio 2024";"INPC - Variação mensal";"0,47";"%"
"5101.Transporte público";"BR";"1";"Brasil";"junho 2024";"INPC - Variação mensal";"-0,60";"%"
"5101.Transporte público";"BR";"1";"Brasil";"julho 2024";"INPC - Variação mensal";"1,06";"%"
"5101.Transporte público";"BR";"1";"Brasil";"agosto 2024";"INPC - Variação mensal";"-0,53";"%"
"5101.Transporte público";"BR";"1";"Brasil";"setembro 2024";"INPC - Variação mensal";"0,42";"%"
"5101.Transporte público";"BR";"1";"Brasil";"outubro 2024";"INPC - Variação mensal";"-2,82";"%"
"5101.Transporte público";"BR";"1";"Brasil";"novembro 2024";"INPC - Variação mensal";"3,36";"%"
"5101.Transporte público";"BR";"1";"Brasil";"dezembro 2024";"INPC - Variação mensal";"1,07";"%"
"5101.Transporte público";"BR";"1";"Brasil";"janeiro 2025";"INPC - Variação mensal";"3,12";"%"
"5101.Transporte público";"BR";"1";"Brasil";"fevereiro 2025";"INPC - Variação mensal";"0,86";"%"
"5101.Transporte público";"BR";"1";"Brasil";"março 2025";"INPC - Variação mensal";"-0,11";"%"
"5101.Transporte público";"BR";"1";"Brasil";"abril 2025";"INPC - Variação mensal";"-0,77";"%"
"5101.Transporte público";"BR";"1";"Brasil";"maio 2025";"INPC - Variação mensal";"-0,04";"%"
"5101.Transporte público";"BR";"1";"Brasil";"junho 2025";"INPC - Variação mensal";"0,78";"%"
"5101.Transporte público";"BR";"1";"Brasil";"julho 2025";"INPC - Variação mensal";"1,27";"%"
"5101.Transporte público";"BR";"1";"Brasil";"agosto 2025";"INPC - Variação mensal";"-0,08";"%"
"5101.Transporte público";"BR";"1";"Brasil";"setembro 2025";"INPC - Variação mensal";"-0,05";"%"
"5101.Transporte público";"BR";"1";"Brasil";"outubro 2025";"INPC - Variação mensal";"0,40";"%"
"5101.Transporte público";"BR";"1";"Brasil";"novembro 2025";"INPC - Variação mensal";"0,41";"%"
"5101.Transporte público";"BR";"1";"Brasil";"dezembro 2025";"INPC - Variação mensal";"0,62";"%"
"5101.Transporte público";"BR";"1";"Brasil";"janeiro 2026";"INPC - Variação mensal";"1,84";"%"
"5101.Transporte público";"BR";"1";"Brasil";"fevereiro 2026";"INPC - Variação mensal";"1,83";"%"
"5101.Transporte público";"BR";"1";"Brasil";"março 2026";"INPC - Variação mensal";"1,04";"%"
"5101.Transporte público";"BR";"1";"Brasil";"abril 2026";"INPC - Variação mensal";"-1,57";"%"
"5101.Transporte público";"BR";"1";"Brasil";"maio 2026";"INPC - Variação mensal";"0,40";"%"
"5101.Transporte público";"BR";"1";"Brasil";"junho 2026";"INPC - Variação mensal";"0,98";"%"
"5101.Transporte público";"BR";"1";"Brasil";"julho 2026";"INPC - Variação mensal";"0,90";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"janeiro 2020";"INPC - Variação mensal";"1,39";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"fevereiro 2020";"INPC - Variação mensal";"0,69";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"março 2020";"INPC - Variação mensal";"-0,35";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"abril 2020";"INPC - Variação mensal";"0,20";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"maio 2020";"INPC - Variação mensal";"-0,74";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"junho 2020";"INPC - Variação mensal";"-0,92";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"julho 2020";"INPC - Variação mensal";"-0,16";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"agosto 2020";"INPC - Variação mensal";"-0,02";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"setembro 2020";"INPC - Variação mensal";"0,09";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"outubro 2020";"INPC - Variação mensal";"0,76";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"novembro 2020";"INPC - Variação mensal";"-0,01";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"dezembro 2020";"INPC - Variação mensal";"1,07";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"janeiro 2021";"INPC - Variação mensal";"-0,60";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"fevereiro 2021";"INPC - Variação mensal";"-0,11";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"março 2021";"INPC - Variação mensal";"-0,18";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"abril 2021";"INPC - Variação mensal";"-0,17";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"maio 2021";"INPC - Variação mensal";"-0,74";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"junho 2021";"INPC - Variação mensal";"-0,27";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"julho 2021";"INPC - Variação mensal";"0,68";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"agosto 2021";"INPC - Variação mensal";"0,04";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"setembro 2021";"INPC - Variação mensal";"0,73";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"outubro 2021";"INPC - Variação mensal";"1,42";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"novembro 2021";"INPC - Variação mensal";"0,06";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"dezembro 2021";"INPC - Variação mensal";"0,83";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"janeiro 2022";"INPC - Variação mensal";"-1,67";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"fevereiro 2022";"INPC - Variação mensal";"0,18";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"março 2022";"INPC - Variação mensal";"0,20";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"abril 2022";"INPC - Variação mensal";"1,47";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"maio 2022";"INPC - Variação mensal";"0,68";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"junho 2022";"INPC - Variação mensal";"0,17";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"julho 2022";"INPC - Variação mensal";"0,39";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"agosto 2022";"INPC - Variação mensal";"-0,14";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"setembro 2022";"INPC - Variação mensal";"0,68";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"outubro 2022";"INPC - Variação mensal";"1,11";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"novembro 2022";"INPC - Variação mensal";"-0,51";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"dezembro 2022";"INPC - Variação mensal";"0,47";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"janeiro 2023";"INPC - Variação mensal";"-0,92";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"fevereiro 2023";"INPC - Variação mensal";"-0,11";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"março 2023";"INPC - Variação mensal";"0,41";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"abril 2023";"INPC - Variação mensal";"-0,03";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"maio 2023";"INPC - Variação mensal";"-0,82";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"junho 2023";"INPC - Variação mensal";"0,66";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"julho 2023";"INPC - Variação mensal";"-0,13";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"agosto 2023";"INPC - Variação mensal";"-0,15";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"setembro 2023";"INPC - Variação mensal";"0,80";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"outubro 2023";"INPC - Variação mensal";"0,94";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"novembro 2023";"INPC - Variação mensal";"-2,21";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"dezembro 2023";"INPC - Variação mensal";"-0,71";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"janeiro 2024";"INPC - Variação mensal";"-4,17";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"fevereiro 2024";"INPC - Variação mensal";"4,92";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"março 2024";"INPC - Variação mensal";"-0,32";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"abril 2024";"INPC - Variação mensal";"-0,27";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"maio 2024";"INPC - Variação mensal";"0,70";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"junho 2024";"INPC - Variação mensal";"-0,65";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"julho 2024";"INPC - Variação mensal";"0,84";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"agosto 2024";"INPC - Variação mensal";"-0,37";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"setembro 2024";"INPC - Variação mensal";"0,26";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"outubro 2024";"INPC - Variação mensal";"-1,39";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"novembro 2024";"INPC - Variação mensal";"0,97";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"dezembro 2024";"INPC - Variação mensal";"0,28";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"janeiro 2025";"INPC - Variação mensal";"3,72";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"fevereiro 2025";"INPC - Variação mensal";"4,64";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"março 2025";"INPC - Variação mensal";"0,45";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"abril 2025";"INPC - Variação mensal";"-0,68";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"maio 2025";"INPC - Variação mensal";"-0,38";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"junho 2025";"INPC - Variação mensal";"0,70";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"julho 2025";"INPC - Variação mensal";"0,23";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"agosto 2025";"INPC - Variação mensal";"0,54";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"setembro 2025";"INPC - Variação mensal";"0,06";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"outubro 2025";"INPC - Variação mensal";"0,34";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"novembro 2025";"INPC - Variação mensal";"0,00";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"dezembro 2025";"INPC - Variação mensal";"-0,63";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"janeiro 2026";"INPC - Variação mensal";"3,64";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"fevereiro 2026";"INPC - Variação mensal";"2,01";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"março 2026";"INPC - Variação mensal";"1,19";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"abril 2026";"INPC - Variação mensal";"-0,35";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"maio 2026";"INPC - Variação mensal";"0,12";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"junho 2026";"INPC - Variação mensal";"0,36";"%"
"5101.Transporte público";"RM";"3501";"São Paulo (SP)";"julho 2026";"INPC - Variação mensal";"0,56";"%"
"5101001.Ônibus urbano";"BR";"1";"Brasil";"janeiro 2020";"INPC - Variação mensal";"0,64";"%"
"5101001.Ônibus urbano";"BR";"1";"Brasil";"fevereiro 2020";"INPC - Variação mensal";"0,34";"%"
"5101001.Ônibus urbano";"BR";"1";"Brasil";"março 2020";"INPC - Variação mensal";"0,46";"%"
"5101001.Ônibus urbano";"BR";"1";"Brasil";"abril 2020";"INPC - Variação mensal";"0,16";"%"
"5101001.Ônibus urbano";"BR";"1";"Brasil";"maio 2020";"INPC - Variação mensal";"0,00";"%"
"5101001.Ônibus urbano";"BR";"1";"Brasil";"junho 2020";"INPC - Variação mensal";"0,00";"%"
"5101001.Ônibus urbano";"BR";"1";"Brasil";"julho 2020";"INPC - Variação mensal";"0,00";"%"
"5101001.Ônibus urbano";"BR";"1";"Brasil";"agosto 2020";"INPC - Variação mensal";"0,00";"%"
"5101001.Ônibus urbano";"BR";"1";"Brasil";"setembro 2020";"INPC - Variação mensal";"0,00";"%"
