"Tabela 7063 - INPC - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2020)"
"Geral, grupo, subgrupo, item e subitem";"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Mês";"Variável";""
"2104015.Sabão em barra";"BR";"1";"Brasil";"abril 2025";"INPC - Variação mensal";"1,52";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"maio 2025";"INPC - Variação mensal";"0,46";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"junho 2025";"INPC - Variação mensal";"1,04";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"julho 2025";"INPC - Variação mensal";"-0,06";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"agosto 2025";"INPC - Variação mensal";"-0,36";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"setembro 2025";"INPC - Variação mensal";"0,22";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"outubro 2025";"INPC - Variação mensal";"0,28";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"novembro 2025";"INPC - Variação mensal";"0,77";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"dezembro 2025";"INPC - Variação mensal";"-0,06";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"janeiro 2026";"INPC - Variação mensal";"-0,04";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"fevereiro 2026";"INPC - Variação mensal";"-0,25";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"março 2026";"INPC - Variação mensal";"-0,03";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"abril 2026";"INPC - Variação mensal";"0,15";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"maio 2026";"INPC - Variação mensal";"0,23";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"junho 2026";"INPC - Variação mensal";"0,25";"%"
"2104015.Sabão em barra";"BR";"1";"Brasil";"julho 2026";"INPC - Variação mensal";"1,18";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"janeiro 2020";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"fevereiro 2020";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"março 2020";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"abril 2020";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"maio 2020";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"junho 2020";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"julho 2020";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"agosto 2020";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"setembro 2020";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"outubro 2020";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"novembro 2020";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"dezembro 2020";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"janeiro 2021";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"fevereiro 2021";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"março 2021";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"abril 2021";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"maio 2021";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"junho 2021";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"julho 2021";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"agosto 2021";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"setembro 2021";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"outubro 2021";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"novembro 2021";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"dezembro 2021";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"janeiro 2022";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"fevereiro 2022";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"março 2022";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"abril 2022";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"maio 2022";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"junho 2022";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"julho 2022";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"agosto 2022";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"setembro 2022";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"outubro 2022";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"novembro 2022";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"dezembro 2022";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"janeiro 2023";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"fevereiro 2023";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"março 2023";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"abril 2023";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"maio 2023";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"junho 2023";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"julho 2023";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"agosto 2023";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"setembro 2023";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"outubro 2023";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"novembro 2023";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"dezembro 2023";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"janeiro 2024";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"fevereiro 2024";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"março 2024";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"abril 2024";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"maio 2024";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"junho 2024";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"julho 2024";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"agosto 2024";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"setembro 2024";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"outubro 2024";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"novembro 2024";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"dezembro 2024";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"janeiro 2025";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"fevereiro 2025";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"março 2025";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"abril 2025";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"maio 2025";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"junho 2025";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"julho 2025";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"agosto 2025";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"setembro 2025";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"outubro 2025";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"novembro 2025";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"dezembro 2025";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"janeiro 2026";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"fevereiro 2026";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"março 2026";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"abril 2026";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"maio 2026";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"junho 2026";"INPC - Variação mensal";"-";"%"
"2104015.Sabão em barra";"RM";"3501";"São Paulo (SP)";"julho 2026";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"janeiro 2020";"INPC - Variação mensal";"2,18";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"fevereiro 2020";"INPC - Variação mensal";"1,24";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"março 2020";"INPC - Variação mensal";"-3,40";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"abril 2020";"INPC - Variação mensal";"-3,24";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"maio 2020";"INPC - Variação mensal";"-0,16";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"junho 2020";"INPC - Variação mensal";"2,62";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"julho 2020";"INPC - Variação mensal";"-0,06";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"agosto 2020";"INPC - Variação mensal";"-1,42";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"setembro 2020";"INPC - Variação mensal";"-1,78";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"outubro 2020";"INPC - Variação mensal";"-0,41";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"novembro 2020";"INPC - Variação mensal";"-0,58";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"dezembro 2020";"INPC - Variação mensal";"4,60";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"janeiro 2021";"INPC - Variação mensal";"-0,79";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"fevereiro 2021";"INPC - Variação mensal";"-2,15";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"março 2021";"INPC - Variação mensal";"2,89";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"abril 2021";"INPC - Variação mensal";"-0,44";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"maio 2021";"INPC - Variação mensal";"1,74";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"junho 2021";"INPC - Variação mensal";"0,97";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"julho 2021";"INPC - Variação mensal";"2,60";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"agosto 2021";"INPC - Variação mensal";"2,16";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"setembro 2021";"INPC - Variação mensal";"1,75";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"outubro 2021";"INPC - Variação mensal";"2,76";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"novembro 2021";"INPC - Variação mensal";"2,46";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"dezembro 2021";"INPC - Variação mensal";"0,46";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"janeiro 2022";"INPC - Variação mensal";"-1,67";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"fevereiro 2022";"INPC - Variação mensal";"1,80";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"março 2022";"INPC - Variação mensal";"5,29";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"abril 2022";"INPC - Variação mensal";"2,86";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"maio 2022";"INPC - Variação mensal";"2,28";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"junho 2022";"INPC - Variação mensal";"2,45";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"julho 2022";"INPC - Variação mensal";"2,78";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"agosto 2022";"INPC - Variação mensal";"1,65";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"setembro 2022";"INPC - Variação mensal";"1,36";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"outubro 2022";"INPC - Variação mensal";"2,83";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"novembro 2022";"INPC - Variação mensal";"0,53";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"dezembro 2022";"INPC - Variação mensal";"0,20";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"janeiro 2023";"INPC - Variação mensal";"1,10";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"fevereiro 2023";"INPC - Variação mensal";"0,93";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"março 2023";"INPC - Variação mensal";"-1,94";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"abril 2023";"INPC - Variação mensal";"2,33";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"maio 2023";"INPC - Variação mensal";"-0,68";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"junho 2023";"INPC - Variação mensal";"-1,14";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"julho 2023";"INPC - Variação mensal";"0,61";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"agosto 2023";"INPC - Variação mensal";"-0,79";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"setembro 2023";"INPC - Variação mensal";"-1,57";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"outubro 2023";"INPC - Variação mensal";"0,17";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"novembro 2023";"INPC - Variação mensal";"-1,67";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"dezembro 2023";"INPC - Variação mensal";"-1,92";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"janeiro 2024";"INPC - Variação mensal";"-3,24";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"fevereiro 2024";"INPC - Variação mensal";"1,25";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"março 2024";"INPC - Variação mensal";"0,18";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"abril 2024";"INPC - Variação mensal";"-2,26";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"maio 2024";"INPC - Variação mensal";"-1,91";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"junho 2024";"INPC - Variação mensal";"-2,86";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"julho 2024";"INPC - Variação mensal";"-2,40";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"agosto 2024";"INPC - Variação mensal";"3,99";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"setembro 2024";"INPC - Variação mensal";"-1,84";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"outubro 2024";"INPC - Variação mensal";"1,21";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"novembro 2024";"INPC - Variação mensal";"0,76";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"dezembro 2024";"INPC - Variação mensal";"0,73";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"janeiro 2025";"INPC - Variação mensal";"-0,79";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"fevereiro 2025";"INPC - Variação mensal";"-0,35";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"março 2025";"INPC - Variação mensal";"-0,31";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"abril 2025";"INPC - Variação mensal";"-1,49";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"maio 2025";"INPC - Variação mensal";"0,83";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"junho 2025";"INPC - Variação mensal";"-0,60";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"julho 2025";"INPC - Variação mensal";"0,32";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"agosto 2025";"INPC - Variação mensal";"-2,00";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"setembro 2025";"INPC - Variação mensal";"-0,19";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"outubro 2025";"INPC - Variação mensal";"1,70";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"novembro 2025";"INPC - Variação mensal";"-1,97";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"dezembro 2025";"INPC - Variação mensal";"-0,52";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"janeiro 2026";"INPC - Variação mensal";"-0,29";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"fevereiro 2026";"INPC - Variação mensal";"-0,55";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"março 2026";"INPC - Variação mensal";"1,16";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"abril 2026";"INPC - Variação mensal";"2,48";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"maio 2026";"INPC - Variação mensal";"-0,52";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"junho 2026";"INPC - Variação mensal";"-0,91";"%"
"2104016.Esponja de limpeza";"BR";"1";"Brasil";"julho 2026";"INPC - Variação mensal";"1,53";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"janeiro 2020";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"fevereiro 2020";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"março 2020";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"abril 2020";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"maio 2020";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"junho 2020";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"julho 2020";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"agosto 2020";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"setembro 2020";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"outubro 2020";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"novembro 2020";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"dezembro 2020";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"janeiro 2021";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"fevereiro 2021";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"março 2021";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"abril 2021";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"maio 2021";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"junho 2021";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"julho 2021";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"agosto 2021";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"setembro 2021";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"outubro 2021";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"novembro 2021";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"dezembro 2021";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"janeiro 2022";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"fevereiro 2022";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"março 2022";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"abril 2022";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"maio 2022";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"junho 2022";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"julho 2022";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"agosto 2022";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"setembro 2022";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"outubro 2022";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"novembro 2022";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"dezembro 2022";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"janeiro 2023";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"fevereiro 2023";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"março 2023";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"abril 2023";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"maio 2023";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"junho 2023";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"julho 2023";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"agosto 2023";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"setembro 2023";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"outubro 2023";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"novembro 2023";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"dezembro 2023";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"janeiro 2024";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"fevereiro 2024";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"março 2024";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"abril 2024";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"maio 2024";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"junho 2024";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"julho 2024";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"agosto 2024";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"setembro 2024";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"outubro 2024";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"novembro 2024";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"dezembro 2024";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"janeiro 2025";"INPC - Variação mensal";"-";"%"
"2104016.Esponja de limpeza";"RM";"3501";"São Paulo (SP)";"fevereiro 2025";"INPC - Variação mensal";"-";"%"
