"Tabela 1100 - INPC - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de janeiro/2012 até dezembro/2019)"
"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável";""
"BR";"1";"Brasil";"agosto 2012";"1107085.Filé-mignon";"INPC - Variação mensal";"1,85";"%"
"BR";"1";"Brasil";"agosto 2012";"1107087.Chã de dentro";"INPC - Variação mensal";"0,41";"%"
"BR";"1";"Brasil";"agosto 2012";"1107088.Alcatra";"INPC - Variação mensal";"-0,21";"%"
"BR";"1";"Brasil";"agosto 2012";"1107089.Patinho";"INPC - Variação mensal";"-0,04";"%"
"BR";"1";"Brasil";"agosto 2012";"1107090.Lagarto redondo";"INPC - Variação mensal";"0,32";"%"
"BR";"1";"Brasil";"agosto 2012";"1107091.Lagarto comum";"INPC - Variação mensal";"0,07";"%"
"BR";"1";"Brasil";"agosto 2012";"1107093.Músculo";"INPC - Variação mensal";"-0,13";"%"
"BR";"1";"Brasil";"agosto 2012";"1107094.Pá";"INPC - Variação mensal";"-1,33";"%"
"BR";"1";"Brasil";"agosto 2012";"1107095.Acém";"INPC - Variação mensal";"0,64";"%"
"BR";"1";"Brasil";"agosto 2012";"1107096.Peito";"INPC - Variação mensal";"-1,00";"%"
"BR";"1";"Brasil";"agosto 2012";"1107097.Capa de filé";"INPC - Variação mensal";"2,93";"%"
"BR";"1";"Brasil";"agosto 2012";"1107099.Costela";"INPC - Variação mensal";"0,90";"%"
"BR";"1";"Brasil";"agosto 2012";"1108.Pescados";"INPC - Variação mensal";"0,71";"%"
"BR";"1";"Brasil";"agosto 2012";"1108004.Peixe - corvina";"INPC - Variação mensal";"0,58";"%"
"BR";"1";"Brasil";"agosto 2012";"1108005.Peixe - cavalinha";"INPC - Variação mensal";"-2,75";"%"
"BR";"1";"Brasil";"agosto 2012";"1108006.Peixe";"INPC - Variação mensal";"0,51";"%"
"BR";"1";"Brasil";"agosto 2012";"1108008.Peixe - namorado";"INPC - Variação mensal";"1,13";"%"
"BR";"1";"Brasil";"agosto 2012";"1108009.Peixe - pescadinha";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"agosto 2012";"1108011.Peixe - tainha";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"agosto 2012";"1108012.Peixe - sardinha";"INPC - Variação mensal";"-3,29";"%"
"BR";"1";"Brasil";"agosto 2012";"1108013.Camarão";"INPC - Variação mensal";"3,42";"%"
"BR";"1";"Brasil";"agosto 2012";"1108015.Peixe - vermelho";"INPC - Variação mensal";"0,55";"%"
"BR";"1";"Brasil";"agosto 2012";"1108019.Peixe - cavala";"INPC - Variação mensal";"2,76";"%"
"BR";"1";"Brasil";"agosto 2012";"1108028.Peixe - dourado";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"agosto 2012";"1108031.Peixe - merluza";"INPC - Variação mensal";"3,87";"%"
"BR";"1";"Brasil";"agosto 2012";"1108032.Peixe - serra";"INPC - Variação mensal";"-2,05";"%"
"BR";"1";"Brasil";"agosto 2012";"1108038.Peixe - pescada";"INPC - Variação mensal";"0,58";"%"
"BR";"1";"Brasil";"agosto 2012";"1108049.Peixe - castanha";"INPC - Variação mensal";"-8,49";"%"
"BR";"1";"Brasil";"agosto 2012";"1108052.Peixe - palombeta";"INPC - Variação mensal";"-2,34";"%"
"BR";"1";"Brasil";"agosto 2012";"1108054.Peixe - piau";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"agosto 2012";"1108072.Peixe - curimatã";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"agosto 2012";"1108080.Peixe - tilápia";"INPC - Variação mensal";"-1,78";"%"
"BR";"1";"Brasil";"agosto 2012";"1108085.Peixe - mapará";"INPC - Variação mensal";"-4,97";"%"
"BR";"1";"Brasil";"agosto 2012";"1108087.Peixe - tambaqui";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"agosto 2012";"1108088.Peixe - dourada";"INPC - Variação mensal";"4,13";"%"
"BR";"1";"Brasil";"agosto 2012";"1108112.Peixe - pintado";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"agosto 2012";"1109.Carnes e peixes industrializados";"INPC - Variação mensal";"0,92";"%"
"BR";"1";"Brasil";"agosto 2012";"1109002.Presunto";"INPC - Variação mensal";"1,25";"%"
"BR";"1";"Brasil";"agosto 2012";"1109007.Salsicha";"INPC - Variação mensal";"-0,18";"%"
"BR";"1";"Brasil";"agosto 2012";"1109008.Linguiça";"INPC - Variação mensal";"1,27";"%"
"BR";"1";"Brasil";"agosto 2012";"1109010.Mortadela";"INPC - Variação mensal";"2,40";"%"
"BR";"1";"Brasil";"agosto 2012";"1109012.Salame";"INPC - Variação mensal";"3,08";"%"
"BR";"1";"Brasil";"agosto 2012";"1109056.Carne-seca e de sol";"INPC - Variação mensal";"-0,38";"%"
"BR";"1";"Brasil";"agosto 2012";"1109058.Carne de porco salgada e defumada";"INPC - Variação mensal";"1,55";"%"
"BR";"1";"Brasil";"agosto 2012";"1109088.Hambúrger";"INPC - Variação mensal";"3,60";"%"
"BR";"1";"Brasil";"agosto 2012";"1110.Aves e ovos";"INPC - Variação mensal";"1,77";"%"
"BR";"1";"Brasil";"agosto 2012";"1110009.Frango inteiro";"INPC - Variação mensal";"1,73";"%"
"BR";"1";"Brasil";"agosto 2012";"1110010.Frango em pedaços";"INPC - Variação mensal";"-0,07";"%"
"BR";"1";"Brasil";"agosto 2012";"1110044.Ovo de galinha";"INPC - Variação mensal";"4,91";"%"
"BR";"1";"Brasil";"agosto 2012";"1111.Leites e derivados";"INPC - Variação mensal";"0,36";"%"
"BR";"1";"Brasil";"agosto 2012";"1111004.Leite longa vida";"INPC - Variação mensal";"0,14";"%"
"BR";"1";"Brasil";"agosto 2012";"1111008.Leite condensado";"INPC - Variação mensal";"0,84";"%"
"BR";"1";"Brasil";"agosto 2012";"1111009.Leite em pó";"INPC - Variação mensal";"0,96";"%"
"BR";"1";"Brasil";"agosto 2012";"1111011.Queijo";"INPC - Variação mensal";"0,15";"%"
"BR";"1";"Brasil";"agosto 2012";"1111012.Creme de leite";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"agosto 2012";"1111019.Iogurte e bebidas lácteas";"INPC - Variação mensal";"0,88";"%"
"BR";"1";"Brasil";"agosto 2012";"1111031.Manteiga";"INPC - Variação mensal";"-1,63";"%"
"BR";"1";"Brasil";"agosto 2012";"1111051.Leite com sabor";"INPC - Variação mensal";"0,28";"%"
"BR";"1";"Brasil";"agosto 2012";"1112.Panificados";"INPC - Variação mensal";"0,95";"%"
"BR";"1";"Brasil";"agosto 2012";"1112003.Biscoito";"INPC - Variação mensal";"0,54";"%"
"BR";"1";"Brasil";"agosto 2012";"1112015.Pão francês";"INPC - Variação mensal";"1,18";"%"
"BR";"1";"Brasil";"agosto 2012";"1112017.Pão doce";"INPC - Variação mensal";"1,43";"%"
"BR";"1";"Brasil";"agosto 2012";"1112018.Pão de forma";"INPC - Variação mensal";"-0,55";"%"
"BR";"1";"Brasil";"agosto 2012";"1112019.Bolo";"INPC - Variação mensal";"1,49";"%"
"BR";"1";"Brasil";"agosto 2012";"1112025.Pão de queijo";"INPC - Variação mensal";"0,62";"%"
"BR";"1";"Brasil";"agosto 2012";"1113.Óleos e gorduras";"INPC - Variação mensal";"1,19";"%"
"BR";"1";"Brasil";"agosto 2012";"1113013.Óleo de soja";"INPC - Variação mensal";"1,25";"%"
"BR";"1";"Brasil";"agosto 2012";"1113014.Azeite de oliva";"INPC - Variação mensal";"0,84";"%"
"BR";"1";"Brasil";"agosto 2012";"1113040.Margarina";"INPC - Variação mensal";"1,09";"%"
"BR";"1";"Brasil";"agosto 2012";"1114.Bebidas e infusões";"INPC - Variação mensal";"0,41";"%"
"BR";"1";"Brasil";"agosto 2012";"1114001.Suco de frutas";"INPC - Variação mensal";"0,78";"%"
"BR";"1";"Brasil";"agosto 2012";"1114004.Açaí (emulsão)";"INPC - Variação mensal";"-6,79";"%"
"BR";"1";"Brasil";"agosto 2012";"1114022.Café moído";"INPC - Variação mensal";"-0,10";"%"
"BR";"1";"Brasil";"agosto 2012";"1114023.Café solúvel";"INPC - Variação mensal";"1,70";"%"
"BR";"1";"Brasil";"agosto 2012";"1114029.Chá";"INPC - Variação mensal";"0,45";"%"
"BR";"1";"Brasil";"agosto 2012";"1114083.Refrigerante e água mineral";"INPC - Variação mensal";"0,81";"%"
"BR";"1";"Brasil";"agosto 2012";"1114084.Cerveja";"INPC - Variação mensal";"0,67";"%"
"BR";"1";"Brasil";"agosto 2012";"1114085.Outras bebidas alcoólicas";"INPC - Variação mensal";"2,22";"%"
"BR";"1";"Brasil";"agosto 2012";"1115.Enlatados e conservas";"INPC - Variação mensal";"1,61";"%"
"BR";"1";"Brasil";"agosto 2012";"1115004.Coco ralado";"INPC - Variação mensal";"1,75";"%"
"BR";"1";"Brasil";"agosto 2012";"1115006.Ervilha em conserva";"INPC - Variação mensal";"-0,66";"%"
"BR";"1";"Brasil";"agosto 2012";"1115008.Feijoada em conserva";"INPC - Variação mensal";"1,88";"%"
"BR";"1";"Brasil";"agosto 2012";"1115016.Palmito em conserva";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"agosto 2012";"1115017.Pepino em conserva";"INPC - Variação mensal";"-1,36";"%"
"BR";"1";"Brasil";"agosto 2012";"1115039.Sardinha em conserva";"INPC - Variação mensal";"1,01";"%"
"BR";"1";"Brasil";"agosto 2012";"1115050.Salsicha em conserva";"INPC - Variação mensal";"0,66";"%"
"BR";"1";"Brasil";"agosto 2012";"1115051.Carne em conserva";"INPC - Variação mensal";"2,68";"%"
"BR";"1";"Brasil";"agosto 2012";"1115053.Patê";"INPC - Variação mensal";"-0,56";"%"
"BR";"1";"Brasil";"agosto 2012";"1115056.Sopa desidratada";"INPC - Variação mensal";"0,35";"%"
"BR";"1";"Brasil";"agosto 2012";"1115057.Azeitona";"INPC - Variação mensal";"2,77";"%"
"BR";"1";"Brasil";"agosto 2012";"1115058.Milho-verde em conserva";"INPC - Variação mensal";"3,59";"%"
"BR";"1";"Brasil";"agosto 2012";"1115075.Atum em conserva";"INPC - Variação mensal";"0,51";"%"
"BR";"1";"Brasil";"agosto 2012";"1116.Sal e condimentos";"INPC - Variação mensal";"1,63";"%"
"BR";"1";"Brasil";"agosto 2012";"1116001.Leite de coco";"INPC - Variação mensal";"-1,04";"%"
"BR";"1";"Brasil";"agosto 2012";"1116005.Atomatado";"INPC - Variação mensal";"0,43";"%"
"BR";"1";"Brasil";"agosto 2012";"1116010.Alho";"INPC - Variação mensal";"5,00";"%"
"BR";"1";"Brasil";"agosto 2012";"1116013.Sal";"INPC - Variação mensal";"2,53";"%"
"BR";"1";"Brasil";"agosto 2012";"1116022.Colorau";"INPC - Variação mensal";"0,85";"%"
"BR";"1";"Brasil";"agosto 2012";"1116023.Caldo de tucupi";"INPC - Variação mensal";"1,00";"%"
"BR";"1";"Brasil";"agosto 2012";"1116026.Fermento";"INPC - Variação mensal";"0,01";"%"
"BR";"1";"Brasil";"agosto 2012";"1116033.Maionese";"INPC - Variação mensal";"1,91";"%"
"BR";"1";"Brasil";"agosto 2012";"1116041.Vinagre";"INPC - Variação mensal";"3,04";"%"
"BR";"1";"Brasil";"agosto 2012";"1116048.Caldo concentrado";"INPC - Variação mensal";"-0,91";"%"
"BR";"1";"Brasil";"agosto 2012";"1116071.Tempero misto";"INPC - Variação mensal";"0,21";"%"
"BR";"1";"Brasil";"agosto 2012";"12.Alimentação fora do domicílio";"INPC - Variação mensal";"0,86";"%"
"BR";"1";"Brasil";"agosto 2012";"1201.Alimentação fora do domicílio";"INPC - Variação mensal";"0,86";"%"
"BR";"1";"Brasil";"agosto 2012";"1201001.Refeição";"INPC - Variação mensal";"0,70";"%"
"BR";"1";"Brasil";"agosto 2012";"1201003.Lanche";"INPC - Variação mensal";"0,91";"%"
"BR";"1";"Brasil";"agosto 2012";"1201005.Café da manhã";"INPC - Variação mensal";"0,30";"%"
"BR";"1";"Brasil";"agosto 2012";"1201007.Refrigerante e água mineral";"INPC - Variação mensal";"1,34";"%"
"BR";"1";"Brasil";"agosto 2012";"1201009.Cafezinho";"INPC - Variação mensal";"0,46";"%"
"BR";"1";"Brasil";"agosto 2012";"1201048.Cerveja";"INPC - Variação mensal";"1,32";"%"
"BR";"1";"Brasil";"agosto 2012";"1201051.Outras bebidas alcoólicas";"INPC - Variação mensal";"1,92";"%"
"BR";"1";"Brasil";"agosto 2012";"1201061.Doces";"INPC - Variação mensal";"0,86";"%"
"BR";"1";"Brasil";"agosto 2012";"2.Habitação";"INPC - Variação mensal";"0,17";"%"
"BR";"1";"Brasil";"agosto 2012";"21.Encargos e manutenção";"INPC - Variação mensal";"0,59";"%"
"BR";"1";"Brasil";"agosto 2012";"2101.Aluguel e taxas";"INPC - Variação mensal";"0,63";"%"
"BR";"1";"Brasil";"agosto 2012";"2101001.Aluguel residencial";"INPC - Variação mensal";"0,49";"%"
"BR";"1";"Brasil";"agosto 2012";"2101002.Condomínio";"INPC - Variação mensal";"0,97";"%"
"BR";"1";"Brasil";"agosto 2012";"2101004.Taxa de água e esgoto";"INPC - Variação mensal";"0,97";"%"
"BR";"1";"Brasil";"agosto 2012";"2101012.Mudança";"INPC - Variação mensal";"-1,23";"%"
"BR";"1";"Brasil";"agosto 2012";"2103.Reparos";"INPC - Variação mensal";"0,46";"%"
"BR";"1";"Brasil";"agosto 2012";"2103005.Ferragens";"INPC - Variação mensal";"-0,30";"%"
"BR";"1";"Brasil";"agosto 2012";"2103008.Material de eletricidade";"INPC - Variação mensal";"-2,28";"%"
"BR";"1";"Brasil";"agosto 2012";"2103009.Material de pintura";"INPC - Variação mensal";"1,24";"%"
"BR";"1";"Brasil";"agosto 2012";"2103014.Tinta";"INPC - Variação mensal";"1,37";"%"
"BR";"1";"Brasil";"agosto 2012";"2103032.Revestimento de piso e parede";"INPC - Variação mensal";"-0,38";"%"
"BR";"1";"Brasil";"agosto 2012";"2103039.Cimento";"INPC - Variação mensal";"0,10";"%"
"BR";"1";"Brasil";"agosto 2012";"2103040.Tijolo";"INPC - Variação mensal";"-0,51";"%"
"BR";"1";"Brasil";"agosto 2012";"2103041.Material hidráulico";"INPC - Variação mensal";"0,45";"%"
"BR";"1";"Brasil";"agosto 2012";"2103042.Mão de obra";"INPC - Variação mensal";"0,68";"%"
"BR";"1";"Brasil";"agosto 2012";"2103048.Areia";"INPC - Variação mensal";"0,77";"%"
"BR";"1";"Brasil";"agosto 2012";"2103049.Pedras";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"agosto 2012";"2103055.Telha";"INPC - Variação mensal";"0,99";"%"
"BR";"1";"Brasil";"agosto 2012";"2104.Artigos de limpeza";"INPC - Variação mensal";"0,60";"%"
"BR";"1";"Brasil";"agosto 2012";"2104005.Água sanitária";"INPC - Variação mensal";"-0,75";"%"
"BR";"1";"Brasil";"agosto 2012";"2104008.Detergente";"INPC - Variação mensal";"0,42";"%"
"BR";"1";"Brasil";"agosto 2012";"2104009.Sabão em pó";"INPC - Variação mensal";"0,92";"%"
"BR";"1";"Brasil";"agosto 2012";"2104012.Desinfetante";"INPC - Variação mensal";"-0,31";"%"
"BR";"1";"Brasil";"agosto 2012";"2104015.Sabão em barra";"INPC - Variação mensal";"0,50";"%"
"BR";"1";"Brasil";"agosto 2012";"2104016.Esponja de limpeza";"INPC - Variação mensal";"0,23";"%"
"BR";"1";"Brasil";"agosto 2012";"2104032.Amaciante";"INPC - Variação mensal";"1,04";"%"
"BR";"1";"Brasil";"agosto 2012";"22.Combustíveis e energia";"INPC - Variação mensal";"-0,64";"%"
"BR";"1";"Brasil";"agosto 2012";"2201.Combustíveis (domésticos)";"INPC - Variação mensal";"-0,51";"%"
"BR";"1";"Brasil";"agosto 2012";"2201003.Carvão vegetal";"INPC - Variação mensal";"-0,03";"%"
"BR";"1";"Brasil";"agosto 2012";"2201004.Gás de botijão";"INPC - Variação mensal";"-0,52";"%"
"BR";"1";"Brasil";"agosto 2012";"2201005.Gás encanado";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"agosto 2012";"2202.Energia elétrica residencial";"INPC - Variação mensal";"-0,71";"%"
"BR";"1";"Brasil";"agosto 2012";"2202003.Energia elétrica residencial";"INPC - Variação mensal";"-0,71";"%"
"BR";"1";"Brasil";"agosto 2012";"3.Artigos de residência";"INPC - Variação mensal";"0,40";"%"
"BR";"1";"Brasil";"agosto 2012";"31.Móveis e utensílios";"INPC - Variação mensal";"0,63";"%"
"BR";"1";"Brasil";"agosto 2012";"3101.Mobiliário";"INPC - Variação mensal";"0,66";"%"
"BR";"1";"Brasil";"agosto 2012";"3101002.Móvel para sala";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"agosto 2012";"3101003.Móvel para quarto";"INPC - Variação mensal";"1,10";"%"
"BR";"1";"Brasil";"agosto 2012";"3101015.Móvel para copa e cozinha";"INPC - Variação mensal";"0,88";"%"
"BR";"1";"Brasil";"agosto 2012";"3101016.Móvel infantil";"INPC - Variação mensal";"1,78";"%"
"BR";"1";"Brasil";"agosto 2012";"3101017.Colchão";"INPC - Variação mensal";"0,72";"%"
"BR";"1";"Brasil";"agosto 2012";"3102.Utensílios e enfeites";"INPC - Variação mensal";"0,63";"%"
"BR";"1";"Brasil";"agosto 2012";"3102005.Tapete";"INPC - Variação mensal";"0,03";"%"
"BR";"1";"Brasil";"agosto 2012";"3102006.Cortina";"INPC - Variação mensal";"-0,30";"%"
"BR";"1";"Brasil";"agosto 2012";"3102007.Utensílios de metal";"INPC - Variação mensal";"0,71";"%"
"BR";"1";"Brasil";"agosto 2012";"3102009.Utensílios de vidro e louça";"INPC - Variação mensal";"0,71";"%"
"BR";"1";"Brasil";"agosto 2012";"3102010.Utensílios de plástico";"INPC - Variação mensal";"0,43";"%"
"BR";"1";"Brasil";"agosto 2012";"3102035.Flores naturais";"INPC - Variação mensal";"0,09";"%"
"BR";"1";"Brasil";"agosto 2012";"3102040.Utensílios diversos";"INPC - Variação mensal";"1,23";"%"
"BR";"1";"Brasil";"agosto 2012";"3103.Cama, mesa e banho";"INPC - Variação mensal";"0,45";"%"
"BR";"1";"Brasil";"agosto 2012";"3103001.Roupa de cama";"INPC - Variação mensal";"1,05";"%"
"BR";"1";"Brasil";"agosto 2012";"3103003.Roupa de banho";"INPC - Variação mensal";"-1,12";"%"
"BR";"1";"Brasil";"agosto 2012";"32.Aparelhos eletroeletrônicos";"INPC - Variação mensal";"0,22";"%"
"BR";"1";"Brasil";"agosto 2012";"3201.Eletrodomésticos e equipamentos";"INPC - Variação mensal";"0,61";"%"
"BR";"1";"Brasil";"agosto 2012";"3201001.Refrigerador";"INPC - Variação mensal";"0,82";"%"
"BR";"1";"Brasil";"agosto 2012";"3201006.Máquina de lavar roupa";"INPC - Variação mensal";"-0,66";"%"
"BR";"1";"Brasil";"agosto 2012";"3201007.Ferro elétrico";"INPC - Variação mensal";"-0,92";"%"
"BR";"1";"Brasil";"agosto 2012";"3201012.Liquidificador";"INPC - Variação mensal";"0,23";"%"
"BR";"1";"Brasil";"agosto 2012";"3201013.Ventilador";"INPC - Variação mensal";"-0,30";"%"
"BR";"1";"Brasil";"agosto 2012";"3201021.Fogão";"INPC - Variação mensal";"1,83";"%"
"BR";"1";"Brasil";"agosto 2012";"3201050.Chuveiro elétrico";"INPC - Variação mensal";"0,57";"%"
"BR";"1";"Brasil";"agosto 2012";"3201065.Forno de micro-ondas";"INPC - Variação mensal";"0,59";"%"
"BR";"1";"Brasil";"agosto 2012";"3202.Tv, som e informática";"INPC - Variação mensal";"-0,30";"%"
"BR";"1";"Brasil";"agosto 2012";"3202001.Televisor";"INPC - Variação mensal";"-1,39";"%"
"BR";"1";"Brasil";"agosto 2012";"3202003.Aparelho de som";"INPC - Variação mensal";"0,62";"%"
"BR";"1";"Brasil";"agosto 2012";"3202005.Aparelho de DVD";"INPC - Variação mensal";"-0,21";"%"
"BR";"1";"Brasil";"agosto 2012";"3202013.Antena";"INPC - Variação mensal";"1,06";"%"
"BR";"1";"Brasil";"agosto 2012";"3202028.Microcomputador";"INPC - Variação mensal";"0,14";"%"
"BR";"1";"Brasil";"agosto 2012";"33.Consertos e manutenção";"INPC - Variação mensal";"-0,16";"%"
"BR";"1";"Brasil";"agosto 2012";"3301.Consertos e manutenção";"INPC - Variação mensal";"-0,16";"%"
"BR";"1";"Brasil";"agosto 2012";"3301002.Conserto de refrigerador";"INPC - Variação mensal";"0,12";"%"
"BR";"1";"Brasil";"agosto 2012";"3301006.Conserto de televisor";"INPC - Variação mensal";"0,33";"%"
"BR";"1";"Brasil";"agosto 2012";"3301009.Conserto de aparelho de som";"INPC - Variação mensal";"-0,28";"%"
"BR";"1";"Brasil";"agosto 2012";"3301015.Conserto de máquina de lavar roupa";"INPC - Variação mensal";"-0,67";"%"
"BR";"1";"Brasil";"agosto 2012";"3301022.Reforma de estofado";"INPC - Variação mensal";"-0,86";"%"
"BR";"1";"Brasil";"agosto 2012";"3301044.Manutenção de microcomputador";"INPC - Variação mensal";"-1,65";"%"
"BR";"1";"Brasil";"agosto 2012";"4.Vestuário";"INPC - Variação mensal";"0,24";"%"
"BR";"1";"Brasil";"agosto 2012";"41.Roupas";"INPC - Variação mensal";"0,07";"%"
"BR";"1";"Brasil";"agosto 2012";"4101.Roupa masculina";"INPC - Variação mensal";"0,17";"%"
"BR";"1";"Brasil";"agosto 2012";"4101002.Calça comprida masculina";"INPC - Variação mensal";"0,29";"%"
"BR";"1";"Brasil";"agosto 2012";"4101004.Terno";"INPC - Variação mensal";"-2,53";"%"
"BR";"1";"Brasil";"agosto 2012";"4101005.Agasalho masculino";"INPC - Variação mensal";"-4,18";"%"
"BR";"1";"Brasil";"agosto 2012";"4101006.Short e bermuda masculina";"INPC - Variação mensal";"1,04";"%"
"BR";"1";"Brasil";"agosto 2012";"4101008.Cueca";"INPC - Variação mensal";"1,13";"%"
"BR";"1";"Brasil";"agosto 2012";"4101009.Camisa/camiseta masculina";"INPC - Variação mensal";"0,14";"%"
"BR";"1";"Brasil";"agosto 2012";"4102.Roupa feminina";"INPC - Variação mensal";"-0,15";"%"
"BR";"1";"Brasil";"agosto 2012";"4102002.Calça comprida feminina";"INPC - Variação mensal";"-1,17";"%"
"BR";"1";"Brasil";"agosto 2012";"4102003.Agasalho feminino";"INPC - Variação mensal";"-3,94";"%"
"BR";"1";"Brasil";"agosto 2012";"4102004.Saia";"INPC - Variação mensal";"1,00";"%"
"BR";"1";"Brasil";"agosto 2012";"4102005.Vestido";"INPC - Variação mensal";"1,12";"%"
"BR";"1";"Brasil";"agosto 2012";"4102008.Blusa";"INPC - Variação mensal";"0,11";"%"
"BR";"1";"Brasil";"agosto 2012";"4102010.Lingerie";"INPC - Variação mensal";"0,59";"%"
"BR";"1";"Brasil";"agosto 2012";"4102011.Roupa de dormir feminina";"INPC - Variação mensal";"0,07";"%"
"BR";"1";"Brasil";"agosto 2012";"4102013.Bermuda e short feminino";"INPC - Variação mensal";"0,79";"%"
"BR";"1";"Brasil";"agosto 2012";"4103.Roupa infantil";"INPC - Variação mensal";"0,37";"%"
"BR";"1";"Brasil";"agosto 2012";"4103001.Uniforme escolar";"INPC - Variação mensal";"0,03";"%"
"BR";"1";"Brasil";"agosto 2012";"4103002.Calça comprida infantil";"INPC - Variação mensal";"-0,13";"%"
"BR";"1";"Brasil";"agosto 2012";"4103005.Agasalho infantil";"INPC - Variação mensal";"-3,62";"%"
