"Tabela 1100 - INPC - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de janeiro/2012 até dezembro/2019)"
"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável";""
"BR";"1";"Brasil";"janeiro 2018";"1109056.Carne-seca e de sol";"INPC - Variação mensal";"0,10";"%"
"BR";"1";"Brasil";"janeiro 2018";"1109058.Carne de porco salgada e defumada";"INPC - Variação mensal";"1,03";"%"
"BR";"1";"Brasil";"janeiro 2018";"1109088.Hambúrger";"INPC - Variação mensal";"0,24";"%"
"BR";"1";"Brasil";"janeiro 2018";"1110.Aves e ovos";"INPC - Variação mensal";"-0,38";"%"
"BR";"1";"Brasil";"janeiro 2018";"1110009.Frango inteiro";"INPC - Variação mensal";"-0,15";"%"
"BR";"1";"Brasil";"janeiro 2018";"1110010.Frango em pedaços";"INPC - Variação mensal";"-0,52";"%"
"BR";"1";"Brasil";"janeiro 2018";"1110044.Ovo de galinha";"INPC - Variação mensal";"-0,71";"%"
"BR";"1";"Brasil";"janeiro 2018";"1111.Leites e derivados";"INPC - Variação mensal";"-0,16";"%"
"BR";"1";"Brasil";"janeiro 2018";"1111004.Leite longa vida";"INPC - Variação mensal";"-0,73";"%"
"BR";"1";"Brasil";"janeiro 2018";"1111008.Leite condensado";"INPC - Variação mensal";"-0,32";"%"
"BR";"1";"Brasil";"janeiro 2018";"1111009.Leite em pó";"INPC - Variação mensal";"-1,45";"%"
"BR";"1";"Brasil";"janeiro 2018";"1111011.Queijo";"INPC - Variação mensal";"1,86";"%"
"BR";"1";"Brasil";"janeiro 2018";"1111012.Creme de leite";"INPC - Variação mensal";"-2,63";"%"
"BR";"1";"Brasil";"janeiro 2018";"1111019.Iogurte e bebidas lácteas";"INPC - Variação mensal";"0,58";"%"
"BR";"1";"Brasil";"janeiro 2018";"1111031.Manteiga";"INPC - Variação mensal";"1,92";"%"
"BR";"1";"Brasil";"janeiro 2018";"1111051.Leite com sabor";"INPC - Variação mensal";"1,82";"%"
"BR";"1";"Brasil";"janeiro 2018";"1112.Panificados";"INPC - Variação mensal";"0,23";"%"
"BR";"1";"Brasil";"janeiro 2018";"1112003.Biscoito";"INPC - Variação mensal";"0,54";"%"
"BR";"1";"Brasil";"janeiro 2018";"1112015.Pão francês";"INPC - Variação mensal";"-0,23";"%"
"BR";"1";"Brasil";"janeiro 2018";"1112017.Pão doce";"INPC - Variação mensal";"0,83";"%"
"BR";"1";"Brasil";"janeiro 2018";"1112018.Pão de forma";"INPC - Variação mensal";"2,90";"%"
"BR";"1";"Brasil";"janeiro 2018";"1112019.Bolo";"INPC - Variação mensal";"1,55";"%"
"BR";"1";"Brasil";"janeiro 2018";"1112025.Pão de queijo";"INPC - Variação mensal";"0,12";"%"
"BR";"1";"Brasil";"janeiro 2018";"1113.Óleos e gorduras";"INPC - Variação mensal";"-0,42";"%"
"BR";"1";"Brasil";"janeiro 2018";"1113013.Óleo de soja";"INPC - Variação mensal";"-0,92";"%"
"BR";"1";"Brasil";"janeiro 2018";"1113014.Azeite de oliva";"INPC - Variação mensal";"-0,18";"%"
"BR";"1";"Brasil";"janeiro 2018";"1113040.Margarina";"INPC - Variação mensal";"0,44";"%"
"BR";"1";"Brasil";"janeiro 2018";"1114.Bebidas e infusões";"INPC - Variação mensal";"0,07";"%"
"BR";"1";"Brasil";"janeiro 2018";"1114001.Suco de frutas";"INPC - Variação mensal";"0,35";"%"
"BR";"1";"Brasil";"janeiro 2018";"1114004.Açaí (emulsão)";"INPC - Variação mensal";"3,38";"%"
"BR";"1";"Brasil";"janeiro 2018";"1114022.Café moído";"INPC - Variação mensal";"-0,25";"%"
"BR";"1";"Brasil";"janeiro 2018";"1114023.Café solúvel";"INPC - Variação mensal";"0,94";"%"
"BR";"1";"Brasil";"janeiro 2018";"1114029.Chá";"INPC - Variação mensal";"0,95";"%"
"BR";"1";"Brasil";"janeiro 2018";"1114083.Refrigerante e água mineral";"INPC - Variação mensal";"0,09";"%"
"BR";"1";"Brasil";"janeiro 2018";"1114084.Cerveja";"INPC - Variação mensal";"-0,34";"%"
"BR";"1";"Brasil";"janeiro 2018";"1114085.Outras bebidas alcoólicas";"INPC - Variação mensal";"0,25";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115.Enlatados e conservas";"INPC - Variação mensal";"0,65";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115004.Coco ralado";"INPC - Variação mensal";"0,16";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115006.Ervilha em conserva";"INPC - Variação mensal";"0,85";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115008.Feijoada em conserva";"INPC - Variação mensal";"0,92";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115016.Palmito em conserva";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115017.Pepino em conserva";"INPC - Variação mensal";"0,53";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115039.Sardinha em conserva";"INPC - Variação mensal";"1,20";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115050.Salsicha em conserva";"INPC - Variação mensal";"-0,43";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115051.Carne em conserva";"INPC - Variação mensal";"0,10";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115053.Patê";"INPC - Variação mensal";"-0,29";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115056.Sopa desidratada";"INPC - Variação mensal";"-0,38";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115057.Azeitona";"INPC - Variação mensal";"0,16";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115058.Milho-verde em conserva";"INPC - Variação mensal";"0,57";"%"
"BR";"1";"Brasil";"janeiro 2018";"1115075.Atum em conserva";"INPC - Variação mensal";"0,29";"%"
"BR";"1";"Brasil";"janeiro 2018";"1116.Sal e condimentos";"INPC - Variação mensal";"-0,60";"%"
"BR";"1";"Brasil";"janeiro 2018";"1116001.Leite de coco";"INPC - Variação mensal";"0,46";"%"
"BR";"1";"Brasil";"janeiro 2018";"1116005.Atomatado";"INPC - Variação mensal";"-0,38";"%"
"BR";"1";"Brasil";"janeiro 2018";"1116010.Alho";"INPC - Variação mensal";"-3,14";"%"
"BR";"1";"Brasil";"janeiro 2018";"1116013.Sal";"INPC - Variação mensal";"1,32";"%"
"BR";"1";"Brasil";"janeiro 2018";"1116022.Colorau";"INPC - Variação mensal";"-1,82";"%"
"BR";"1";"Brasil";"janeiro 2018";"1116023.Caldo de tucupi";"INPC - Variação mensal";"0,72";"%"
"BR";"1";"Brasil";"janeiro 2018";"1116026.Fermento";"INPC - Variação mensal";"0,76";"%"
"BR";"1";"Brasil";"janeiro 2018";"1116033.Maionese";"INPC - Variação mensal";"0,10";"%"
"BR";"1";"Brasil";"janeiro 2018";"1116041.Vinagre";"INPC - Variação mensal";"-0,13";"%"
"BR";"1";"Brasil";"janeiro 2018";"1116048.Caldo concentrado";"INPC - Variação mensal";"0,32";"%"
"BR";"1";"Brasil";"janeiro 2018";"1116071.Tempero misto";"INPC - Variação mensal";"1,40";"%"
"BR";"1";"Brasil";"janeiro 2018";"12.Alimentação fora do domicílio";"INPC - Variação mensal";"0,14";"%"
"BR";"1";"Brasil";"janeiro 2018";"1201.Alimentação fora do domicílio";"INPC - Variação mensal";"0,14";"%"
"BR";"1";"Brasil";"janeiro 2018";"1201001.Refeição";"INPC - Variação mensal";"-0,01";"%"
"BR";"1";"Brasil";"janeiro 2018";"1201003.Lanche";"INPC - Variação mensal";"0,41";"%"
"BR";"1";"Brasil";"janeiro 2018";"1201005.Café da manhã";"INPC - Variação mensal";"0,56";"%"
"BR";"1";"Brasil";"janeiro 2018";"1201007.Refrigerante e água mineral";"INPC - Variação mensal";"0,15";"%"
"BR";"1";"Brasil";"janeiro 2018";"1201009.Cafezinho";"INPC - Variação mensal";"0,85";"%"
"BR";"1";"Brasil";"janeiro 2018";"1201048.Cerveja";"INPC - Variação mensal";"-0,09";"%"
"BR";"1";"Brasil";"janeiro 2018";"1201051.Outras bebidas alcoólicas";"INPC - Variação mensal";"0,22";"%"
"BR";"1";"Brasil";"janeiro 2018";"1201061.Doces";"INPC - Variação mensal";"0,23";"%"
"BR";"1";"Brasil";"janeiro 2018";"2.Habitação";"INPC - Variação mensal";"-1,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"21.Encargos e manutenção";"INPC - Variação mensal";"0,34";"%"
"BR";"1";"Brasil";"janeiro 2018";"2101.Aluguel e taxas";"INPC - Variação mensal";"0,42";"%"
"BR";"1";"Brasil";"janeiro 2018";"2101001.Aluguel residencial";"INPC - Variação mensal";"0,47";"%"
"BR";"1";"Brasil";"janeiro 2018";"2101002.Condomínio";"INPC - Variação mensal";"1,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"2101004.Taxa de água e esgoto";"INPC - Variação mensal";"0,17";"%"
"BR";"1";"Brasil";"janeiro 2018";"2101012.Mudança";"INPC - Variação mensal";"1,09";"%"
"BR";"1";"Brasil";"janeiro 2018";"2103.Reparos";"INPC - Variação mensal";"0,21";"%"
"BR";"1";"Brasil";"janeiro 2018";"2103005.Ferragens";"INPC - Variação mensal";"1,44";"%"
"BR";"1";"Brasil";"janeiro 2018";"2103008.Material de eletricidade";"INPC - Variação mensal";"1,17";"%"
"BR";"1";"Brasil";"janeiro 2018";"2103009.Material de pintura";"INPC - Variação mensal";"0,89";"%"
"BR";"1";"Brasil";"janeiro 2018";"2103014.Tinta";"INPC - Variação mensal";"0,16";"%"
"BR";"1";"Brasil";"janeiro 2018";"2103032.Revestimento de piso e parede";"INPC - Variação mensal";"0,59";"%"
"BR";"1";"Brasil";"janeiro 2018";"2103039.Cimento";"INPC - Variação mensal";"-0,34";"%"
"BR";"1";"Brasil";"janeiro 2018";"2103040.Tijolo";"INPC - Variação mensal";"0,34";"%"
"BR";"1";"Brasil";"janeiro 2018";"2103041.Material hidráulico";"INPC - Variação mensal";"-0,31";"%"
"BR";"1";"Brasil";"janeiro 2018";"2103042.Mão de obra";"INPC - Variação mensal";"0,15";"%"
"BR";"1";"Brasil";"janeiro 2018";"2103048.Areia";"INPC - Variação mensal";"0,37";"%"
"BR";"1";"Brasil";"janeiro 2018";"2103049.Pedras";"INPC - Variação mensal";"0,53";"%"
"BR";"1";"Brasil";"janeiro 2018";"2103055.Telha";"INPC - Variação mensal";"0,31";"%"
"BR";"1";"Brasil";"janeiro 2018";"2104.Artigos de limpeza";"INPC - Variação mensal";"-0,02";"%"
"BR";"1";"Brasil";"janeiro 2018";"2104005.Água sanitária";"INPC - Variação mensal";"-0,15";"%"
"BR";"1";"Brasil";"janeiro 2018";"2104008.Detergente";"INPC - Variação mensal";"0,19";"%"
"BR";"1";"Brasil";"janeiro 2018";"2104009.Sabão em pó";"INPC - Variação mensal";"-0,49";"%"
"BR";"1";"Brasil";"janeiro 2018";"2104012.Desinfetante";"INPC - Variação mensal";"2,11";"%"
"BR";"1";"Brasil";"janeiro 2018";"2104015.Sabão em barra";"INPC - Variação mensal";"-0,01";"%"
"BR";"1";"Brasil";"janeiro 2018";"2104016.Esponja de limpeza";"INPC - Variação mensal";"0,33";"%"
"BR";"1";"Brasil";"janeiro 2018";"2104032.Amaciante";"INPC - Variação mensal";"0,21";"%"
"BR";"1";"Brasil";"janeiro 2018";"22.Combustíveis e energia";"INPC - Variação mensal";"-3,47";"%"
"BR";"1";"Brasil";"janeiro 2018";"2201.Combustíveis (domésticos)";"INPC - Variação mensal";"-0,55";"%"
"BR";"1";"Brasil";"janeiro 2018";"2201003.Carvão vegetal";"INPC - Variação mensal";"0,37";"%"
"BR";"1";"Brasil";"janeiro 2018";"2201004.Gás de botijão";"INPC - Variação mensal";"-0,57";"%"
"BR";"1";"Brasil";"janeiro 2018";"2201005.Gás encanado";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"2202.Energia elétrica residencial";"INPC - Variação mensal";"-4,98";"%"
"BR";"1";"Brasil";"janeiro 2018";"2202003.Energia elétrica residencial";"INPC - Variação mensal";"-4,98";"%"
"BR";"1";"Brasil";"janeiro 2018";"3.Artigos de residência";"INPC - Variação mensal";"0,18";"%"
"BR";"1";"Brasil";"janeiro 2018";"31.Móveis e utensílios";"INPC - Variação mensal";"0,14";"%"
"BR";"1";"Brasil";"janeiro 2018";"3101.Mobiliário";"INPC - Variação mensal";"-0,05";"%"
"BR";"1";"Brasil";"janeiro 2018";"3101002.Móvel para sala";"INPC - Variação mensal";"0,06";"%"
"BR";"1";"Brasil";"janeiro 2018";"3101003.Móvel para quarto";"INPC - Variação mensal";"-0,25";"%"
"BR";"1";"Brasil";"janeiro 2018";"3101015.Móvel para copa e cozinha";"INPC - Variação mensal";"0,16";"%"
"BR";"1";"Brasil";"janeiro 2018";"3101016.Móvel infantil";"INPC - Variação mensal";"-0,85";"%"
"BR";"1";"Brasil";"janeiro 2018";"3101017.Colchão";"INPC - Variação mensal";"0,31";"%"
"BR";"1";"Brasil";"janeiro 2018";"3102.Utensílios e enfeites";"INPC - Variação mensal";"0,08";"%"
"BR";"1";"Brasil";"janeiro 2018";"3102005.Tapete";"INPC - Variação mensal";"-0,47";"%"
"BR";"1";"Brasil";"janeiro 2018";"3102006.Cortina";"INPC - Variação mensal";"0,15";"%"
"BR";"1";"Brasil";"janeiro 2018";"3102007.Utensílios de metal";"INPC - Variação mensal";"0,20";"%"
"BR";"1";"Brasil";"janeiro 2018";"3102009.Utensílios de vidro e louça";"INPC - Variação mensal";"0,79";"%"
"BR";"1";"Brasil";"janeiro 2018";"3102010.Utensílios de plástico";"INPC - Variação mensal";"0,43";"%"
"BR";"1";"Brasil";"janeiro 2018";"3102035.Flores naturais";"INPC - Variação mensal";"-0,47";"%"
"BR";"1";"Brasil";"janeiro 2018";"3102040.Utensílios diversos";"INPC - Variação mensal";"-0,16";"%"
"BR";"1";"Brasil";"janeiro 2018";"3103.Cama, mesa e banho";"INPC - Variação mensal";"1,04";"%"
"BR";"1";"Brasil";"janeiro 2018";"3103001.Roupa de cama";"INPC - Variação mensal";"0,97";"%"
"BR";"1";"Brasil";"janeiro 2018";"3103003.Roupa de banho";"INPC - Variação mensal";"1,23";"%"
"BR";"1";"Brasil";"janeiro 2018";"32.Aparelhos eletroeletrônicos";"INPC - Variação mensal";"0,23";"%"
"BR";"1";"Brasil";"janeiro 2018";"3201.Eletrodomésticos e equipamentos";"INPC - Variação mensal";"0,68";"%"
"BR";"1";"Brasil";"janeiro 2018";"3201001.Refrigerador";"INPC - Variação mensal";"0,89";"%"
"BR";"1";"Brasil";"janeiro 2018";"3201006.Máquina de lavar roupa";"INPC - Variação mensal";"1,32";"%"
"BR";"1";"Brasil";"janeiro 2018";"3201007.Ferro elétrico";"INPC - Variação mensal";"-2,09";"%"
"BR";"1";"Brasil";"janeiro 2018";"3201012.Liquidificador";"INPC - Variação mensal";"0,75";"%"
"BR";"1";"Brasil";"janeiro 2018";"3201013.Ventilador";"INPC - Variação mensal";"-0,02";"%"
"BR";"1";"Brasil";"janeiro 2018";"3201021.Fogão";"INPC - Variação mensal";"-0,22";"%"
"BR";"1";"Brasil";"janeiro 2018";"3201050.Chuveiro elétrico";"INPC - Variação mensal";"0,31";"%"
"BR";"1";"Brasil";"janeiro 2018";"3201065.Forno de micro-ondas";"INPC - Variação mensal";"0,99";"%"
"BR";"1";"Brasil";"janeiro 2018";"3202.Tv, som e informática";"INPC - Variação mensal";"-0,54";"%"
"BR";"1";"Brasil";"janeiro 2018";"3202001.Televisor";"INPC - Variação mensal";"-0,68";"%"
"BR";"1";"Brasil";"janeiro 2018";"3202003.Aparelho de som";"INPC - Variação mensal";"-0,84";"%"
"BR";"1";"Brasil";"janeiro 2018";"3202005.Aparelho de DVD";"INPC - Variação mensal";"-0,36";"%"
"BR";"1";"Brasil";"janeiro 2018";"3202013.Antena";"INPC - Variação mensal";"-1,13";"%"
"BR";"1";"Brasil";"janeiro 2018";"3202028.Microcomputador";"INPC - Variação mensal";"-0,31";"%"
"BR";"1";"Brasil";"janeiro 2018";"33.Consertos e manutenção";"INPC - Variação mensal";"0,18";"%"
"BR";"1";"Brasil";"janeiro 2018";"3301.Consertos e manutenção";"INPC - Variação mensal";"0,18";"%"
"BR";"1";"Brasil";"janeiro 2018";"3301002.Conserto de refrigerador";"INPC - Variação mensal";"0,05";"%"
"BR";"1";"Brasil";"janeiro 2018";"3301006.Conserto de televisor";"INPC - Variação mensal";"0,08";"%"
"BR";"1";"Brasil";"janeiro 2018";"3301009.Conserto de aparelho de som";"INPC - Variação mensal";"-0,20";"%"
"BR";"1";"Brasil";"janeiro 2018";"3301015.Conserto de máquina de lavar roupa";"INPC - Variação mensal";"-0,22";"%"
"BR";"1";"Brasil";"janeiro 2018";"3301022.Reforma de estofado";"INPC - Variação mensal";"0,56";"%"
"BR";"1";"Brasil";"janeiro 2018";"3301044.Manutenção de microcomputador";"INPC - Variação mensal";"0,32";"%"
"BR";"1";"Brasil";"janeiro 2018";"4.Vestuário";"INPC - Variação mensal";"-0,90";"%"
"BR";"1";"Brasil";"janeiro 2018";"41.Roupas";"INPC - Variação mensal";"-0,99";"%"
"BR";"1";"Brasil";"janeiro 2018";"4101.Roupa masculina";"INPC - Variação mensal";"-1,08";"%"
"BR";"1";"Brasil";"janeiro 2018";"4101002.Calça comprida masculina";"INPC - Variação mensal";"-1,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"4101004.Terno";"INPC - Variação mensal";"1,11";"%"
"BR";"1";"Brasil";"janeiro 2018";"4101005.Agasalho masculino";"INPC - Variação mensal";"-1,42";"%"
"BR";"1";"Brasil";"janeiro 2018";"4101006.Short e bermuda masculina";"INPC - Variação mensal";"-0,61";"%"
"BR";"1";"Brasil";"janeiro 2018";"4101008.Cueca";"INPC - Variação mensal";"-0,05";"%"
"BR";"1";"Brasil";"janeiro 2018";"4101009.Camisa/camiseta masculina";"INPC - Variação mensal";"-1,46";"%"
"BR";"1";"Brasil";"janeiro 2018";"4102.Roupa feminina";"INPC - Variação mensal";"-0,76";"%"
"BR";"1";"Brasil";"janeiro 2018";"4102002.Calça comprida feminina";"INPC - Variação mensal";"-1,31";"%"
"BR";"1";"Brasil";"janeiro 2018";"4102003.Agasalho feminino";"INPC - Variação mensal";"-1,14";"%"
"BR";"1";"Brasil";"janeiro 2018";"4102004.Saia";"INPC - Variação mensal";"-0,83";"%"
"BR";"1";"Brasil";"janeiro 2018";"4102005.Vestido";"INPC - Variação mensal";"-0,87";"%"
"BR";"1";"Brasil";"janeiro 2018";"4102008.Blusa";"INPC - Variação mensal";"-0,63";"%"
"BR";"1";"Brasil";"janeiro 2018";"4102010.Lingerie";"INPC - Variação mensal";"0,64";"%"
"BR";"1";"Brasil";"janeiro 2018";"4102011.Roupa de dormir feminina";"INPC - Variação mensal";"2,75";"%"
"BR";"1";"Brasil";"janeiro 2018";"4102013.Bermuda e short feminino";"INPC - Variação mensal";"-0,71";"%"
"BR";"1";"Brasil";"janeiro 2018";"4103.Roupa infantil";"INPC - Variação mensal";"-1,29";"%"
"BR";"1";"Brasil";"janeiro 2018";"4103001.Uniforme escolar";"INPC - Variação mensal";"0,43";"%"
"BR";"1";"Brasil";"janeiro 2018";"4103002.Calça comprida infantil";"INPC - Variação mensal";"-0,38";"%"
"BR";"1";"Brasil";"janeiro 2018";"4103005.Agasalho infantil";"INPC - Variação mensal";"-1,05";"%"
"BR";"1";"Brasil";"janeiro 2018";"4103007.Vestido infantil";"INPC - Variação mensal";"-0,73";"%"
"BR";"1";"Brasil";"janeiro 2018";"4103008.Bermuda e short infantil";"INPC - Variação mensal";"-1,59";"%"
"BR";"1";"Brasil";"janeiro 2018";"4103011.Camisa/camiseta infantil";"INPC - Variação mensal";"-1,63";"%"
"BR";"1";"Brasil";"janeiro 2018";"4103031.Conjunto infantil";"INPC - Variação mensal";"-1,96";"%"
"BR";"1";"Brasil";"janeiro 2018";"42.Calçados e acessórios";"INPC - Variação mensal";"-0,78";"%"
"BR";"1";"Brasil";"janeiro 2018";"4201.Calçados e acessórios";"INPC - Variação mensal";"-0,78";"%"
"BR";"1";"Brasil";"janeiro 2018";"4201002.Sapato masculino";"INPC - Variação mensal";"-1,11";"%"
"BR";"1";"Brasil";"janeiro 2018";"4201003.Sapato feminino";"INPC - Variação mensal";"-1,51";"%"
"BR";"1";"Brasil";"janeiro 2018";"4201004.Sapato infantil";"INPC - Variação mensal";"1,02";"%"
"BR";"1";"Brasil";"janeiro 2018";"4201006.Sandália / chinelo masculino";"INPC - Variação mensal";"-1,16";"%"
"BR";"1";"Brasil";"janeiro 2018";"4201007.Sandália / chinelo feminino";"INPC - Variação mensal";"-1,05";"%"
"BR";"1";"Brasil";"janeiro 2018";"4201008.Sandália / chinelo infantil";"INPC - Variação mensal";"1,21";"%"
"BR";"1";"Brasil";"janeiro 2018";"4201015.Bolsa";"INPC - Variação mensal";"-0,09";"%"
"BR";"1";"Brasil";"janeiro 2018";"4201063.Tênis";"INPC - Variação mensal";"-0,82";"%"
"BR";"1";"Brasil";"janeiro 2018";"43.Joias e bijuterias";"INPC - Variação mensal";"-0,58";"%"
"BR";"1";"Brasil";"janeiro 2018";"4301.Joias e bijuterias";"INPC - Variação mensal";"-0,58";"%"
"BR";"1";"Brasil";"janeiro 2018";"4301001.Bijuteria";"INPC - Variação mensal";"-0,39";"%"
"BR";"1";"Brasil";"janeiro 2018";"4301002.Joia";"INPC - Variação mensal";"-1,08";"%"
"BR";"1";"Brasil";"janeiro 2018";"4301004.Relógio de pulso";"INPC - Variação mensal";"0,80";"%"
"BR";"1";"Brasil";"janeiro 2018";"44.Tecidos e armarinho";"INPC - Variação mensal";"0,11";"%"
"BR";"1";"Brasil";"janeiro 2018";"4401.Tecidos e armarinho";"INPC - Variação mensal";"0,11";"%"
"BR";"1";"Brasil";"janeiro 2018";"4401001.Tecido";"INPC - Variação mensal";"0,07";"%"
"BR";"1";"Brasil";"janeiro 2018";"4401002.Artigos de armarinho";"INPC - Variação mensal";"0,45";"%"
"BR";"1";"Brasil";"janeiro 2018";"4401005.Acortinado (mosquiteiro)";"INPC - Variação mensal";"-0,01";"%"
"BR";"1";"Brasil";"janeiro 2018";"5.Transportes";"INPC - Variação mensal";"1,26";"%"
"BR";"1";"Brasil";"janeiro 2018";"51.Transportes";"INPC - Variação mensal";"1,26";"%"
"BR";"1";"Brasil";"janeiro 2018";"5101.Transporte público";"INPC - Variação mensal";"1,47";"%"
"BR";"1";"Brasil";"janeiro 2018";"5101001.Ônibus urbano";"INPC - Variação mensal";"1,39";"%"
"BR";"1";"Brasil";"janeiro 2018";"5101002.Táxi";"INPC - Variação mensal";"0,18";"%"
"BR";"1";"Brasil";"janeiro 2018";"5101004.Trem";"INPC - Variação mensal";"2,79";"%"
"BR";"1";"Brasil";"janeiro 2018";"5101006.Ônibus intermunicipal";"INPC - Variação mensal";"1,82";"%"
"BR";"1";"Brasil";"janeiro 2018";"5101007.Ônibus interestadual";"INPC - Variação mensal";"2,09";"%"
"BR";"1";"Brasil";"janeiro 2018";"5101010.Passagem aérea";"INPC - Variação mensal";"-1,34";"%"
"BR";"1";"Brasil";"janeiro 2018";"5101011.Metrô";"INPC - Variação mensal";"2,44";"%"
"BR";"1";"Brasil";"janeiro 2018";"5101022.Transporte hidroviário";"INPC - Variação mensal";"0,38";"%"
"BR";"1";"Brasil";"janeiro 2018";"5101026.Transporte escolar";"INPC - Variação mensal";"2,43";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102.Veículo próprio";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102001.Automóvel novo";"INPC - Variação mensal";"0,87";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102004.Emplacamento e licença";"INPC - Variação mensal";"0,42";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102005.Seguro voluntário de veículo";"INPC - Variação mensal";"1,47";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102006.Multa";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102007.Óleo lubrificante";"INPC - Variação mensal";"-0,56";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102009.Acessórios e peças";"INPC - Variação mensal";"0,38";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102010.Pneu";"INPC - Variação mensal";"-0,49";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102011.Conserto de automóvel";"INPC - Variação mensal";"-0,53";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102015.Pedágio";"INPC - Variação mensal";"0,03";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102019.Lubrificação e lavagem";"INPC - Variação mensal";"-2,37";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102020.Automóvel usado";"INPC - Variação mensal";"-0,01";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102037.Pintura de veículo";"INPC - Variação mensal";"-0,99";"%"
"BR";"1";"Brasil";"janeiro 2018";"5102053.Motocicleta";"INPC - Variação mensal";"-0,11";"%"
"BR";"1";"Brasil";"janeiro 2018";"5104.Combustíveis (veículos)";"INPC - Variação mensal";"2,57";"%"
"BR";"1";"Brasil";"janeiro 2018";"5104001.Gasolina";"INPC - Variação mensal";"2,43";"%"
"BR";"1";"Brasil";"janeiro 2018";"5104002.Etanol";"INPC - Variação mensal";"3,62";"%"
"BR";"1";"Brasil";"janeiro 2018";"5104003.Óleo diesel";"INPC - Variação mensal";"2,62";"%"
"BR";"1";"Brasil";"janeiro 2018";"5104005.Gás veicular";"INPC - Variação mensal";"0,48";"%"
"BR";"1";"Brasil";"janeiro 2018";"6.Saúde e cuidados pessoais";"INPC - Variação mensal";"0,15";"%"
"BR";"1";"Brasil";"janeiro 2018";"61.Produtos farmacêuticos e óticos";"INPC - Variação mensal";"0,30";"%"
"BR";"1";"Brasil";"janeiro 2018";"6101.Produtos farmacêuticos";"INPC - Variação mensal";"0,32";"%"
"BR";"1";"Brasil";"janeiro 2018";"6101001.Anti-infeccioso e antibiótico";"INPC - Variação mensal";"0,12";"%"
"BR";"1";"Brasil";"janeiro 2018";"6101002.Analgésico e antitérmico";"INPC - Variação mensal";"0,67";"%"
"BR";"1";"Brasil";"janeiro 2018";"6101003.Anti-inflamatório e antirreumático";"INPC - Variação mensal";"0,57";"%"
"BR";"1";"Brasil";"janeiro 2018";"6101004.Antigripal e antitussígeno";"INPC - Variação mensal";"0,04";"%"
"BR";"1";"Brasil";"janeiro 2018";"6101006.Dermatológico";"INPC - Variação mensal";"0,23";"%"
"BR";"1";"Brasil";"janeiro 2018";"6101007.Antialérgico e broncodilatador";"INPC - Variação mensal";"-0,11";"%"
"BR";"1";"Brasil";"janeiro 2018";"6101009.Gastroprotetor";"INPC - Variação mensal";"0,09";"%"
"BR";"1";"Brasil";"janeiro 2018";"6101010.Vitamina e fortificante";"INPC - Variação mensal";"0,13";"%"
"BR";"1";"Brasil";"janeiro 2018";"6101011.Hormônio";"INPC - Variação mensal";"-0,51";"%"
"BR";"1";"Brasil";"janeiro 2018";"6101013.Psicotrópico e anorexígeno";"INPC - Variação mensal";"0,48";"%"
"BR";"1";"Brasil";"janeiro 2018";"6101014.Hipotensor e hipocolesterolêmico";"INPC - Variação mensal";"1,06";"%"
"BR";"1";"Brasil";"janeiro 2018";"6101051.Oftalmológico";"INPC - Variação mensal";"-0,07";"%"
"BR";"1";"Brasil";"janeiro 2018";"6102.Produtos óticos";"INPC - Variação mensal";"0,09";"%"
"BR";"1";"Brasil";"janeiro 2018";"6102002.Armação de óculos";"INPC - Variação mensal";"1,73";"%"
